"","SiteID","dist_disturb","year","d2nn","occ","X","Y","Lat","Long","ndvi_mean","ndvi_max","ndvi_sd","sp"
"34","470",10322.5229661421,"y20",2035.33600439343,1,555546.996565014,7927145.03341762,71.4396,-79.4363,0.289460159159688,0.997931718826294,0.091871395613903,"pefa"
"35","474",12244.4263861835,"y20",3032.59676833158,1,562009.93445479,7926607.86773761,71.4332,-79.2549,0.286590518894263,0.677628517150879,0.0990556957135816,"pefa"
"36","475",4714.51879585337,"y20",3689.9073634931,1,524032.168514705,7959433.12777504,71.7343,-80.313,0.288337713733883,0.73180741071701,0.100935731992941,"pefa"
"37","476",6187.34179667456,"y20",1083.39634340423,1,567434.297833139,7911951.57727726,71.3004,-79.1152,0.27296618359462,0.709523797035217,0.104370264716911,"pefa"
"38","478",2037.29046802553,"y20",3885.66877054292,1,563393.259784637,7912900.62649512,71.31,-79.2273,0.280008710964704,0.774680614471436,0.112008821152143,"pefa"
"39","487",16993.2737014458,"y20",1695.9318366679,1,576870.724072793,7906261.63225007,71.2466,-78.8573,0.221128582713578,0.642777144908905,0.0836510319936168,"pefa"
"40","489",8021.50261743476,"y20",1889.78261783914,1,510635.444608875,7957047.68791956,71.7139,-80.6963,0.162701121278969,0.753263711929321,0.0623219969497568,"pefa"
"41","490",5259.54078319999,"y20",1131.75261247874,1,527502.0000192,7920623.74748991,71.386,-80.228,0.299626715565414,0.62990528345108,0.0840128098167855,"pefa"
"42","491",10302.8171337266,"y20",8826.20422503795,1,496257.014982027,7967207.75056241,71.8052,-81.1074,0.118135149946302,0.53563392162323,0.0286138710986532,"pefa"
"43","2",2213.58743829058,"y20",7848.56620497069,1,502360.359916526,7972548.49496418,71.8531,-80.9321,0.178162395015677,0.999881565570831,0.101784620332167,"rlha"
"44","6",897.665116602317,"y20",905.49612980629,1,505848.604913501,7970737.219146,71.8368,-80.8319,0.199368943510171,0.676241636276245,0.0942659982162946,"rlha"
"45","7",1688.2046047788,"y20",2263.96358614667,1,508382.466986615,7967009.20613453,71.8033,-80.7595,0.200912396143129,0.628306448459625,0.0875676550319817,"rlha"
"46","10",4517.88601601566,"y20",1375.88017126705,1,510561.907497847,7973722.65521675,71.8634,-80.696,0.25647792199541,0.676241636276245,0.0944776642288842,"rlha"
"47","19",3162.98889800485,"y20",1831.56435711289,1,519400.304676244,7964371.486419,71.779,-80.4441,0.251407073889064,0.688957989215851,0.0974260021759269,"rlha"
"48","21",3277.5437158081,"y20",2620.68576369857,1,521024.929860454,7962100.4119318,71.7585,-80.3982,0.267670140745239,0.73180741071701,0.0994349615558517,"rlha"
"49","32",5284.60806025709,"y20",1131.75261247874,1,527135.183212011,7921176.81600146,71.391,-80.2381,0.291883911668721,0.62990528345108,0.0842917839159587,"rlha"
"50","43",10433.7540509097,"y20",4545.37434030184,1,535743.375477517,7909611.98838052,71.2862,-80.0018,0.36947185938895,0.707529246807098,0.0671574476240624,"rlha"
"51","46",274.115147809015,"y20",4545.37434030184,1,536887.867111181,7920373.62699687,71.3825,-79.9647,0.364407269270196,0.745103418827057,0.0765401676870614,"rlha"
"52","51",9739.22734684503,"y20",3049.47443549943,1,539231.459945893,7910620.56625247,71.2947,-79.9039,0.333795263962853,0.78867369890213,0.0816317380566369,"rlha"
"53","56",15858.0622833456,"y20",1374.02843848122,1,542961.748578053,7902480.76792523,71.2211,-79.8042,0.332210510426827,0.683902442455292,0.0781843689683877,"rlha"
"54","65",7269.43569698143,"y20",1873.58726078283,1,545413.235926901,7928780.97806572,71.4564,-79.7205,0.337129942851197,0.657198846340179,0.0797911236770682,"rlha"
"55","66",3565.09868397179,"y20",1815.13608052538,1,545810.400328633,7916260.93173522,71.3441,-79.7168,0.274353249744474,0.740318894386292,0.0862463054440777,"rlha"
"56","69",3541.44427824965,"y20",1815.13608052538,1,546043.095675681,7923740.58159133,71.4111,-79.7058,0.307170764964596,0.787569582462311,0.0965387842955533,"rlha"
"57","70",9075.89996721236,"y20",4079.64670070055,1,547161.022601208,7929867.41500217,71.4658,-79.6706,0.342322985883894,0.657198846340179,0.0846672487928767,"rlha"
"58","72",17878.4796077228,"y20",72.3877923420692,1,548032.405148164,7897767.393996,71.1779,-79.666,0.336946039129096,0.697137117385864,0.0859178241025736,"rlha"
"59","75",611.4996258449,"y20",4028.21909672036,1,548643.392025597,7918275.31372015,71.3616,-79.6362,0.294539880994039,0.849179148674011,0.105489082465672,"rlha"
"60","85",9391.46841651707,"y20",2756.46466881989,1,552714.677411054,7927575.68296068,71.4441,-79.5157,0.295288133365776,0.997931718826294,0.103833719231486,"rlha"
"61","95",10734.2127235846,"y20",790.969672407767,1,558165.760997791,7903012.95832421,71.2227,-79.3808,0.312540967144875,0.684421539306641,0.0892155478230554,"rlha"
"62","109",1267.45129086158,"y20",1387.13864094566,1,561708.047453265,7914525.64146069,71.325,-79.2731,0.255305600208121,0.782497882843018,0.110452667073917,"rlha"
"63","115",3288.06244362139,"y20",450.772180870786,1,564641.74503269,7912792.52368025,71.3087,-79.1925,0.277971450456379,0.774680614471436,0.111358111581308,"rlha"
"64","119",4128.20591826936,"y20",450.772180870786,1,564787.527499555,7910911.03046026,71.2918,-79.19,0.316508046639039,0.774680614471436,0.101280108376678,"rlha"
"65","135",12352.9596354279,"y20",2487.32157426061,1,569376.378707685,7903832.95393919,71.2271,-79.0682,0.341289630651049,0.700389981269836,0.0960855619659436,"rlha"
"66","138",10386.3020802921,"y20",2487.32157426061,1,570027.320116977,7907491.91569737,71.2597,-79.0468,0.281236588674014,0.706555068492889,0.104670642134148,"rlha"
"67","148",15089.878965367,"y20",5384.87090270953,1,574624.281488673,7906015.79955964,71.2451,-78.9201,0.244964563535969,0.911207377910614,0.0930265750086512,"rlha"
"68","359",2527.60392430504,"y20",5788.16205182675,1,533864.050831478,7925689.5218843,71.4306,-80.0472,0.321967917587078,0.623774886131287,0.0803694296154412,"rlha"
"69","379",2120.04732893595,"y20",277.451922956174,1,530212.002435878,7922244.02271989,71.4002,-80.1513,0.287218175122527,0.628048777580261,0.0837559880208142,"rlha"
"70","382",2691.90656590571,"y20",3472.90603494348,1,525144.632586686,7947622.14612254,71.6283,-80.2852,0.278621331791312,0.630982339382172,0.0935052921551409,"rlha"
"71","386",5582.43670795647,"y20",922.628896061734,1,526070.541541886,7957549.85464646,71.7172,-80.2554,0.289773841421783,0.672394037246704,0.0941980225750848,"rlha"
"72","389",3757.32024455659,"y20",2222.42666292877,1,560480.836468134,7917871.89231202,71.3553,-79.3048,0.263699962639822,0.782497882843018,0.112366830025235,"rlha"
"73","391",5873.43582082821,"y20",1778.25672872303,1,505241.408991983,7981153.51057046,71.9302,-80.8486,0.131539130363535,0.999896228313446,0.0913107423555616,"rlha"
"74","401",1101.1615245747,"y20",1778.25672872303,1,504795.049519776,7975006.53864793,71.8751,-80.8619,0.218650754714593,0.999881565570831,0.115471430485298,"rlha"
"75","438",899.122565979523,"y20",9135.53121456007,1,513536.012456957,7964537.53865103,71.7809,-80.6121,0.255580184848518,0.658522546291351,0.0918562271174978,"rlha"
"76","443",3936.66113095641,"y20",3786.44845129939,1,540928.070470222,7917244.9348607,71.3538,-79.853,0.273410919358657,0.726106524467468,0.0922748457383329,"rlha"
"77","449",1417.69953035353,"y20",1384.21671532352,1,521697.133178183,7944159.73828641,71.5976,-80.3842,0.178635624304306,0.626659452915192,0.0700668464701704,"rlha"
"78","452",5112.31170143656,"y20",8826.20422503795,1,499002.284777944,7972469.3254458,71.8524,-81.0287,0.158717789565884,0.999881565570831,0.0831418084463756,"rlha"
"79","454",5382.86295510039,"y20",2201.79696630892,1,527075.766056136,7953424.05898827,71.6801,-80.2282,0.307422918326191,0.672394037246704,0.0917581732777246,"rlha"
"80","455",8984.41263279833,"y20",1252.73594851924,1,526007.459536911,7964922.4072789,71.7833,-80.2546,0.236943275626609,0.697924852371216,0.114560416581451,"rlha"
"81","463",2414.13127288089,"y20",59.2844113831813,1,539654.929707407,7923769.46152396,71.4125,-79.8853,0.3274469711003,0.723420321941376,0.0989617257721485,"rlha"
"82","466",7632.42882596375,"y20",242.866341044659,1,542210.386829621,7929886.92166652,71.4669,-79.8101,0.343522750988033,0.913751780986786,0.0791840407687435,"rlha"
"83","468",3126.68284118357,"y20",2756.46466881989,1,553648.174932076,7918907.26057672,71.3662,-79.4955,0.346305248434521,0.70094496011734,0.0892124949980803,"rlha"
"84","472",5380.3545053185,"y20",1054.18101229387,1,555124.552519467,7920740.8662941,71.3823,-79.4528,0.34513115639988,0.683350920677185,0.0840974792631358,"rlha"
"85","477",6864.67200612696,"y20",242.866341044659,1,542289.408497714,7929118.7190203,71.46,-79.8083,0.342999597813248,0.706966698169708,0.084576856383397,"rlha"
"86","484",1494.7688390485,"y20",2240.47715025711,1,520372.486218381,7950370.73715457,71.6534,-80.4201,0.239505156556178,0.684318542480469,0.0836186936687613,"rlha"
"87","485",1176.58678743385,"y20",1430.60534789908,1,555926.942099732,7916186.94246621,71.3413,-79.4336,0.311527338824216,0.736898422241211,0.1046328423691,"rlha"
"88","492",9367.40355592988,"y20",3599.41109454029,1,549540.242129592,7928727.30402152,71.4551,-79.6043,0.338575137639749,0.997931718826294,0.097393857893072,"rlha"
"89","494",4013.76682682924,"y20",1351.37009398018,1,558244.339245738,7919123.29150542,71.367067,-79.366506,0.329363834873372,0.782497882843018,0.0983468278478504,"rlha"
