"","SiteID","Lat","Long","territory","terr_lat","terr_long"
"51",28,71.4765,-80.2676,13,71.46435,-80.2485
"52",30,71.7112,-80.2472,14,71.7066,-80.2156333333333
"53",34,71.7048,-80.2042,14,71.7066,-80.2156333333333
"54",35,71.7038,-80.1955,14,71.7066,-80.2156333333333
"55",46,71.3825,-79.9647,17,71.3825,-79.9647
"56",50,71.458,-79.8961,18,71.458,-79.8961
"57",53,71.415,-79.8918,19,71.41235,-79.88865
"58",61,71.3562,-79.7641,20,71.3499,-79.80895
"59",62,71.4698,-79.7558,22,71.4687666666667,-79.7239666666667
"60",63,71.4707,-79.7455,22,71.4687666666667,-79.7239666666667
"61",69,71.4111,-79.7058,24,71.4111,-79.7058
"62",70,71.4658,-79.6706,22,71.4687666666667,-79.7239666666667
"63",71,71.1756,-79.6665,25,71.1756,-79.6665
"64",74,71.3218,-80.195,26,71.3218,-80.195
"65",81,71.399,-79.5737,28,71.399,-79.5737
"66",82,71.3327,-79.5619,29,71.33065,-79.55215
"67",83,71.3286,-79.5424,29,71.33065,-79.55215
"68",88,71.3374,-79.44,30,71.3409,-79.4432
"69",98,71.214,-79.3739,33,71.2142,-79.3729
"70",99,71.2144,-79.3719,33,71.2142,-79.3729
"71",101,71.1373,-79.3612,34,71.1373,-79.3612
"72",107,71.3291,-79.2855,35,71.3226,-79.2809
"73",108,71.3161,-79.2763,35,71.3226,-79.2809
"74",135,71.2271,-79.0682,38,71.2271,-79.0682
"75",150,71.2444,-78.9136,40,71.241575,-78.8827
"76",164,71.227,-78.8723,40,71.241575,-78.8827
"77",357,71.8392,-80.84,2,71.838,-80.83595
"78",360,71.7598,-80.4008,42,71.7598,-80.4008
"79",374,71.5142,-80.3067,12,71.51355,-80.322325
"80",382,71.6283,-80.2852,43,71.6283,-80.2852
"81",384,71.7214,-80.7419,44,71.71765,-80.7191
"82",385,71.3612,-80.2365,45,71.3760666666667,-80.2307666666667
"83",390,71.8131,-80.4997,6,71.8135,-80.5003
"84",391,71.9302,-80.8486,46,71.92835,-80.80185
"85",400,71.8065,-80.7042,3,71.8055666666667,-80.7242333333333
"86",444,71.381,-80.2278,45,71.3760666666667,-80.2307666666667
"87",445,71.417,-80.3405,47,71.417,-80.3405
"88",448,71.5149,-80.3461,12,71.51355,-80.322325
"89",450,71.8069,-80.709,3,71.8055666666667,-80.7242333333333
"90",464,71.4097,-79.8855,19,71.41235,-79.88865
"91",465,71.4478,-79.7967,48,71.4478,-79.7967
"92",470,71.4396,-79.4363,49,71.4396,-79.4363
"93",474,71.4332,-79.2549,50,71.4332,-79.2549
"94",481,71.7383,-80.3351,11,71.7376,-80.3311
"95",483,71.5163,-80.3323,12,71.51355,-80.322325
"96",486,71.8225,-81.1747,51,71.81385,-81.14105
"97",487,71.2466,-78.8573,40,71.241575,-78.8827
"98",489,71.7139,-80.6963,44,71.71765,-80.7191
"99",490,71.386,-80.228,45,71.3760666666667,-80.2307666666667
"100",491,71.8052,-81.1074,51,71.81385,-81.14105
