"","SiteID","Lat","Long","ndvi_mean","ndvi_max","ndvi_sd"
"82",119,71.2918,-79.19,0.316508046639039,0.774680614471436,0.101280108376678
"83",122,71.2881,-79.1717,0.317772226343447,0.774680614471436,0.0998878799770351
"84",124,71.2833,-79.1592,0.315848769367866,0.709523797035217,0.0991627748668888
"85",127,71.2766,-79.1223,0.295052910458356,0.709523797035217,0.101759085533341
"86",128,71.2738,-79.1069,0.289850753676093,0.709523797035217,0.102270512156755
"87",129,71.2723,-79.0988,0.286427899338244,0.709523797035217,0.10244706708685
"88",135,71.2271,-79.0682,0.341289630651049,0.700389981269836,0.0960855619659436
"89",138,71.2597,-79.0468,0.281236588674014,0.706555068492889,0.104670642134148
"90",139,71.2376,-79.0316,0.313192836628322,0.911207377910614,0.10847307037201
"91",141,71.2547,-79.0186,0.27336326711536,0.911207377910614,0.105820992487327
"92",143,71.2552,-79.0151,0.269783958180581,0.911207377910614,0.10504846363243
"93",145,71.2432,-78.9911,0.286729019687426,0.911207377910614,0.109414040323579
"94",148,71.2451,-78.9201,0.244964563535969,0.911207377910614,0.0930265750086512
"95",150,71.2444,-78.9136,0.242280945328827,0.911207377910614,0.0920721570838507
"96",160,71.2483,-78.8876,0.227724131671186,0.911207377910614,0.0869313889531572
"97",164,71.227,-78.8723,0.253864968432373,0.911207377910614,0.0996641144362801
"98",165,71.2268,-78.872,0.254192966947483,0.911207377910614,0.0998566541716987
"99",173,71.2203,-78.8383,0.263189140477926,0.970297038555145,0.10379223204205
"100",338,71.2181,-79.7897,0.328480754690199,0.683902442455292,0.0772956002456825
"101",339,71.3612,-79.645,0.290457211604281,0.849179148674011,0.104506688033305
"102",355,71.4038,-80.1698,0.280431650897075,0.628048777580261,0.0854824649993401
"103",356,71.4708,-80.2779,0.194961755798159,0.572415947914124,0.0667884873617211
"104",357,71.8392,-80.84,0.198014667977008,0.999706447124481,0.0938535779572216
"105",359,71.4306,-80.0472,0.321967917587078,0.623774886131287,0.0803694296154412
"106",360,71.7598,-80.4008,0.267615750843788,0.73180741071701,0.0991802728006748
"107",374,71.5142,-80.3067,0.162983126965439,0.600250244140625,0.053235126805268
"108",375,71.4607,-80.1918,0.25340680647707,0.626979112625122,0.0897492626072151
"109",376,71.5028,-80.1798,0.219020517736441,0.574954867362976,0.0754697422173918
"110",377,71.3801,-79.4524,0.346194191020033,0.683350920677185,0.0834474549818715
"111",378,71.4543,-80.2251,0.235434637042636,0.626979112625122,0.079375869260462
"112",379,71.4002,-80.1513,0.287218175122527,0.628048777580261,0.0837559880208142
"113",380,71.4306,-80.04,0.322493952847762,0.623774886131287,0.0819319682299606
"114",382,71.6283,-80.2852,0.278621331791312,0.630982339382172,0.0935052921551409
"115",383,71.654,-80.4598,0.234974079004641,0.684318542480469,0.0790494539900321
"116",384,71.7214,-80.7419,0.146460490432036,0.611094176769257,0.0513395872542377
"117",385,71.3612,-80.2365,0.32890841228435,0.653145968914032,0.0777803998365982
"118",386,71.7172,-80.2554,0.289773841421783,0.672394037246704,0.0941980225750848
"119",387,71.9265,-80.7551,0.196883336582723,0.999896228313446,0.117716070692071
"120",388,71.9083,-80.8245,0.181189302050899,0.999896228313446,0.117735139749333
"121",389,71.3553,-79.3048,0.263699962639822,0.782497882843018,0.112366830025235
"122",390,71.8131,-80.4997,0.22230451144406,0.999138653278351,0.0939528684624309
"123",391,71.9302,-80.8486,0.131539130363535,0.999896228313446,0.0913107423555616
"124",392,71.9708,-80.82,0.12108941679233,0.999867081642151,0.0852232818270482
"125",393,71.9339,-80.7304,0.200342541806349,0.999866545200348,0.113674851551844
"126",400,71.8065,-80.7042,0.242431778987732,0.628306448459625,0.0904611031383462
"127",401,71.8751,-80.8619,0.218650754714593,0.999881565570831,0.115471430485298
"128",438,71.7809,-80.6121,0.255580184848518,0.658522546291351,0.0918562271174978
"129",442,71.3446,-79.7615,0.259306187177723,0.726106524467468,0.0858597126651048
"130",443,71.3538,-79.853,0.273410919358657,0.726106524467468,0.0922748457383329
"131",444,71.381,-80.2278,0.30503933257022,0.653145968914032,0.0826105629927402
"132",445,71.417,-80.3405,0.221859666733442,0.690008819103241,0.0754173277997771
"133",446,71.4672,-80.2813,0.19994764202708,0.62113082408905,0.0682784713632373
"134",447,71.3688,-80.1314,0.322121609245512,0.653145968914032,0.0771320916833077
"135",448,71.5149,-80.3461,0.154168119679572,0.594113111495972,0.0463299025497183
"136",449,71.5976,-80.3842,0.178635624304306,0.626659452915192,0.0700668464701704
"137",450,71.8069,-80.709,0.240155889029711,0.628306448459625,0.0904517418954326
"138",451,71.8227,-80.8751,0.144949195482305,0.999837100505829,0.0586754422000147
"139",452,71.8524,-81.0287,0.158717789565884,0.999881565570831,0.0831418084463756
"140",453,71.2724,-79.0907,0.280846234605368,0.706555068492889,0.101632086434618
"141",454,71.6801,-80.2282,0.307422918326191,0.672394037246704,0.0917581732777246
"142",455,71.7833,-80.2546,0.236943275626609,0.697924852371216,0.114560416581451
"143",460,71.4334,-80.0222,0.320801334161907,0.623774886131287,0.085529999871296
"144",461,71.44,-79.928,0.313365286027613,0.706966698169708,0.102716832620429
"145",462,71.4489,-79.8944,0.315606486081498,0.913751780986786,0.102948671354716
"146",463,71.4125,-79.8853,0.3274469711003,0.723420321941376,0.0989617257721485
"147",464,71.4097,-79.8855,0.328827872990583,0.723420321941376,0.0978396804806115
"148",465,71.4478,-79.7967,0.336008369578094,0.723420321941376,0.090552059772313
"149",466,71.4669,-79.8101,0.343522750988033,0.913751780986786,0.0791840407687435
"150",467,71.4634,-79.7131,0.337404267351805,0.657198846340179,0.0791906469211592
"151",468,71.3662,-79.4955,0.346305248434521,0.70094496011734,0.0892124949980803
"152",469,71.446,-79.5481,0.310873125715587,0.997931718826294,0.104990743777389
"153",470,71.4396,-79.4363,0.289460159159688,0.997931718826294,0.091871395613903
"154",472,71.3823,-79.4528,0.34513115639988,0.683350920677185,0.0840974792631358
"155",473,71.382,-79.4493,0.344358250195713,0.683350920677185,0.0841940305312533
"156",474,71.4332,-79.2549,0.286590518894263,0.677628517150879,0.0990556957135816
"157",475,71.7343,-80.313,0.288337713733883,0.73180741071701,0.100935731992941
"158",476,71.3004,-79.1152,0.27296618359462,0.709523797035217,0.104370264716911
"159",477,71.46,-79.8083,0.342999597813248,0.706966698169708,0.084576856383397
"160",478,71.31,-79.2273,0.280008710964704,0.774680614471436,0.112008821152143
"161",480,71.4599,-80.0933,0.320692133230876,0.789370059967041,0.0835292259719862
"162",481,71.7383,-80.3351,0.285990590854426,0.73180741071701,0.10117988255826
"163",482,71.843,-80.8613,0.190427086485558,0.999846458435059,0.0931174492476039
"164",483,71.5163,-80.3323,0.157515472399899,0.600250244140625,0.0501198867862918
"165",484,71.6534,-80.4201,0.239505156556178,0.684318542480469,0.0836186936687613
"166",485,71.3413,-79.4336,0.311527338824216,0.736898422241211,0.1046328423691
"167",486,71.8225,-81.1747,0.125423637839321,0.466913461685181,0.0298190575307354
"168",487,71.2466,-78.8573,0.221128582713578,0.642777144908905,0.0836510319936168
"169",488,71.3583,-79.7789,0.252828129575474,0.726106524467468,0.0886028712401211
"170",489,71.7139,-80.6963,0.162701121278969,0.753263711929321,0.0623219969497568
"171",490,71.386,-80.228,0.299626715565414,0.62990528345108,0.0840128098167855
"172",491,71.8052,-81.1074,0.118135149946302,0.53563392162323,0.0286138710986532
"173",492,71.4551,-79.6043,0.338575137639749,0.997931718826294,0.097393857893072
"174",493,71.3259,-79.5365,0.334844463483933,0.950329422950745,0.103599182009583
"175",494,71.367067,-79.366506,0.329363834873372,0.782497882843018,0.0983468278478504
