Transect,Station,GPS,trap,sp,sex,weight,age,missfire,Date,Time,comments
1,17,  71 .33970           079.56394,NA,NA,NA,NA,NA,Y,18-Jun-19,10:08,"T1 MF, PB still present"
1,18,  71 .33972           079.56452,NA,NA,NA,NA,NA,N,18-Jun-19,10:09,No activity present
1,19,  71 .33994            079.56442,NA,NA,NA,NA,NA,N,18-Jun-19,10:09,No activity present
1,20,  71 .34014            079.56446,NA,NA,NA,NA,NA,N,18-Jun-19,10:09,No activity present
1,1,  71 .33727            079.56030                     ,NA,NA,NA,NA,NA,N,19-Jun-19,8:55,No activity present
1,2,  71.33742            079.56042,NA,NA,NA,NA,NA,N,19-Jun-19,8:56,No activity present
1,3,  71 .33759           079.56032,NA,NA,NA,NA,NA,Y,19-Jun-19,8:56,T2 MF
1,4,  71 .33773            079.56064,NA,NA,NA,NA,NA,N,19-Jun-19,8:56,No activity present
1,5,  71.33788            079.56086,NA,NA,NA,NA,NA,N,19-Jun-19,8:57,No activity present
1,6,  71 .33801            079.56112,NA,NA,NA,NA,NA,N,19-Jun-19,8:57,No activity present
1,7,  71 .33814            079.56136,NA,NA,NA,NA,NA,N,19-Jun-19,8:57,No activity present
1,8,  71 .33831            079.56153,NA,NA,NA,NA,NA,N,19-Jun-19,8:58,No activity present
1,9,  71 .33853            079.56152,NA,NA,NA,NA,NA,N,19-Jun-19,8:58,No activity present
1,10,  71 .33869            079.56165,NA,NA,NA,NA,NA,Y,19-Jun-19,8:58,"T3 MF, pb"
1,11,  71 .33884            079.56210,NA,NA,NA,NA,NA,N,19-Jun-19,8:59,No activity present
1,12,  71 .33898            079.56239,NA,NA,NA,NA,NA,N,19-Jun-19,8:59,No activity present
1,13,  71 .33907            079.56285,NA,NA,NA,NA,NA,N,19-Jun-19,8:59,No activity present
1,14,  71 .33923           079.56318,NA,NA,NA,NA,NA,N,19-Jun-19,9:00,No activity present
1,15,  71 .33938            079.56359,NA,NA,NA,NA,NA,Y,19-Jun-19,9:00,"T1 MF, Pb still present"
1,16,  71 .33956            079.56361,NA,NA,NA,NA,NA,Y,19-Jun-19,9:01,"T2 MF, PB still present"
1,17,  71 .33970           079.56394,NA,NA,NA,NA,NA,N,19-Jun-19,9:01,No activity present
1,18,  71 .33972           079.56452,NA,NA,NA,NA,NA,N,19-Jun-19,9:01,No activity present
1,19,  71 .33994            079.56442,NA,NA,NA,NA,NA,N,19-Jun-19,9:02,No activity present
1,20,  71 .34014            079.56446,NA,NA,NA,NA,NA,Y,19-Jun-19,9:02,"T3 MF, pb"
1,1,  71 .33727            079.56030                     ,NA,NA,NA,NA,NA,N,20-Jun-19,10:03,No activity present
1,2,  71.33742            079.56042,NA,NA,NA,NA,NA,N,20-Jun-19,10:04,No activity present
1,3,  71 .33759           079.56032,NA,NA,NA,NA,NA,N,20-Jun-19,10:04,No activity present
1,4,  71 .33773            079.56064,NA,NA,NA,NA,NA,N,20-Jun-19,10:04,No activity present
1,5,  71.33788            079.56086,NA,NA,NA,NA,NA,N,20-Jun-19,10:05,No activity present
1,6,  71 .33801            079.56112,NA,NA,NA,NA,NA,N,20-Jun-19,10:05,No activity present
1,7,  71 .33814            079.56136,NA,NA,NA,NA,NA,N,20-Jun-19,10:06,No activity present
1,8,  71 .33831            079.56153,NA,NA,NA,NA,NA,N,20-Jun-19,10:06,No activity present
1,9,  71 .33853            079.56152,NA,NA,NA,NA,NA,N,20-Jun-19,10:06,No activity present
1,10,  71 .33869            079.56165,NA,NA,NA,NA,NA,N,20-Jun-19,10:07,No activity present
1,11,  71 .33884            079.56210,NA,NA,NA,NA,NA,N,20-Jun-19,10:07,No activity present
1,12,  71 .33898            079.56239,NA,NA,NA,NA,NA,N,20-Jun-19,10:07,No activity present
1,13,  71 .33907            079.56285,NA,NA,NA,NA,NA,N,20-Jun-19,10:08,No activity present
1,14,  71 .33923           079.56318,NA,NA,NA,NA,NA,N,20-Jun-19,10:08,No activity present
1,15,  71 .33938            079.56359,NA,NA,NA,NA,NA,N,20-Jun-19,10:08,No activity present
1,16,  71 .33956            079.56361,NA,NA,NA,NA,NA,N,20-Jun-19,10:09,No activity present
1,17,  71 .33970           079.56394,NA,NA,NA,NA,NA,N,20-Jun-19,10:09,No activity present
1,18,  71 .33972           079.56452,NA,NA,NA,NA,NA,N,20-Jun-19,10:09,No activity present
1,19,  71 .33994            079.56442,NA,NA,NA,NA,NA,N,20-Jun-19,10:10,No activity present
1,20,  71 .34014            079.56446,NA,NA,NA,NA,NA,N,20-Jun-19,10:10,No activity present
1,1,  71 .33727            079.56030                     ,NA,NA,NA,NA,NA,N,21-Jun-19,13:03,No activity present
1,2,  71.33742            079.56042,NA,NA,NA,NA,NA,N,21-Jun-19,13:03,No activity present
1,3,  71 .33759           079.56032,NA,NA,NA,NA,NA,N,21-Jun-19,13:03,No activity present
1,4,  71 .33773            079.56064,NA,NA,NA,NA,NA,N,21-Jun-19,13:04,No activity present
1,5,  71.33788            079.56086,NA,NA,NA,NA,NA,N,21-Jun-19,13:04,No activity present
1,6,  71 .33801            079.56112,NA,NA,NA,NA,NA,N,21-Jun-19,13:04,No activity present
1,7,  71 .33814            079.56136,NA,NA,NA,NA,NA,N,21-Jun-19,13:05,No activity present
1,8,  71 .33831            079.56153,NA,NA,NA,NA,NA,N,21-Jun-19,13:05,No activity present
1,9,  71 .33853            079.56152,NA,NA,NA,NA,NA,N,21-Jun-19,13:05,No activity present
1,10,  71 .33869            079.56165,NA,NA,NA,NA,NA,N,21-Jun-19,13:06,No activity present
1,11,  71 .33884            079.56210,NA,NA,NA,NA,NA,Y,21-Jun-19,13:06,"T3MF, pb"
1,12,  71 .33898            079.56239,NA,NA,NA,NA,NA,N,21-Jun-19,13:06,No activity present
1,13,  71 .33907            079.56285,NA,NA,NA,NA,NA,N,21-Jun-19,13:07,No activity present
1,14,  71 .33923           079.56318,NA,NA,NA,NA,NA,N,21-Jun-19,13:07,No activity present
1,15,  71 .33938            079.56359,NA,NA,NA,NA,NA,Y,21-Jun-19,13:08,"T2 MF, PB still present"
1,16,  71 .33956            079.56361,NA,NA,NA,NA,NA,N,21-Jun-19,13:08,No activity present
1,17,  71 .33970           079.56394,NA,NA,NA,NA,NA,N,21-Jun-19,13:08,No activity present
1,18,  71 .33972           079.56452,NA,NA,NA,NA,NA,N,21-Jun-19,13:09,No activity present
1,19,  71 .33994            079.56442,NA,NA,NA,NA,NA,N,21-Jun-19,13:09,No activity present
1,20,  71 .34014            079.56446,NA,NA,NA,NA,NA,N,21-Jun-19,13:09,No activity present
1,1,  71 .33727            079.56030                     ,NA,NA,NA,NA,NA,N,22-Jun-19,11:20,No activity present
1,2,  71.33742            079.56042,NA,NA,NA,NA,NA,N,22-Jun-19,11:21,No activity present
1,3,  71 .33759           079.56032,NA,NA,NA,NA,NA,N,22-Jun-19,11:22,No activity present
1,4,  71 .33773            079.56064,NA,NA,NA,NA,NA,N,22-Jun-19,11:23,No activity present
1,5,  71.33788            079.56086,NA,NA,NA,NA,NA,N,22-Jun-19,11:23,No activity present
1,6,  71 .33801            079.56112,NA,NA,NA,NA,NA,N,22-Jun-19,11:24,No activity present
1,7,  71 .33814            079.56136,NA,NA,NA,NA,NA,N,22-Jun-19,11:24,No activity present
1,8,  71 .33831            079.56153,NA,NA,NA,NA,NA,N,22-Jun-19,11:25,No activity present
1,9,  71 .33853            079.56152,NA,NA,NA,NA,NA,Y,22-Jun-19,11:26,"T1 MF, Pb still present"
1,10,  71 .33869            079.56165,NA,NA,NA,NA,NA,N,22-Jun-19,11:26,No activity present
1,11,  71 .33884            079.56210,NA,NA,NA,NA,NA,N,22-Jun-19,11:27,No activity present
1,12,  71 .33898            079.56239,NA,NA,NA,NA,NA,Y,22-Jun-19,11:28,T2 T3 MF
1,13,  71 .33907            079.56285,NA,NA,NA,NA,NA,N,22-Jun-19,11:28,No activity present
1,14,  71 .33923           079.56318,NA,NA,NA,NA,NA,N,22-Jun-19,11:29,No activity present
1,15,  71 .33938            079.56359,NA,NA,NA,NA,NA,N,22-Jun-19,11:29,No activity present
1,16,  71 .33956            079.56361,NA,NA,NA,NA,NA,N,22-Jun-19,11:30,No activity present
1,17,  71 .33970           079.56394,NA,NA,NA,NA,NA,N,22-Jun-19,11:31,No activity present
1,18,  71 .33972           079.56452,NA,NA,NA,NA,NA,N,22-Jun-19,11:31,No activity present
1,19,  71 .33994            079.56442,NA,NA,NA,NA,NA,N,22-Jun-19,11:32,No activity present
1,20,  71 .34014            079.56446,NA,NA,NA,NA,NA,N,22-Jun-19,11:32,No activity present
1,1,  71 .33727            079.56030                     ,NA,NA,NA,NA,NA,N,08-Aug-19,8:54,No activity present
1,2,  71.33742            079.56042,NA,NA,NA,NA,NA,N,08-Aug-19,8:55,No activity present
1,3,  71 .33759           079.56032,NA,NA,NA,NA,NA,N,08-Aug-19,8:55,No activity present
1,4,  71 .33773            079.56064,NA,NA,NA,NA,NA,N,08-Aug-19,8:55,No activity present
1,5,  71.33788            079.56086,NA,NA,NA,NA,NA,N,08-Aug-19,8:56,No activity present
1,6,  71 .33801            079.56112,NA,NA,NA,NA,NA,N,08-Aug-19,8:56,No activity present
1,7,  71 .33814            079.56136,NA,NA,NA,NA,NA,N,08-Aug-19,8:56,No activity present
1,8,  71 .33831            079.56153,NA,NA,NA,NA,NA,N,08-Aug-19,8:57,No activity present
1,9,  71 .33853            079.56152,NA,NA,NA,NA,NA,N,08-Aug-19,8:57,No activity present
1,10,  71 .33869            079.56165,NA,NA,NA,NA,NA,N,08-Aug-19,8:58,No activity present
1,11,  71 .33884            079.56210,NA,NA,NA,NA,NA,N,08-Aug-19,8:58,No activity present
1,12,  71 .33898            079.56239,NA,NA,NA,NA,NA,N,08-Aug-19,8:58,No activity present
1,13,  71 .33907            079.56285,NA,NA,NA,NA,NA,N,08-Aug-19,8:58,No activity present
1,14,  71 .33923           079.56318,NA,NA,NA,NA,NA,N,08-Aug-19,8:59,No activity present
1,15,  71 .33938            079.56359,NA,NA,NA,NA,NA,N,08-Aug-19,8:59,No activity present
1,16,  71 .33956            079.56361,NA,NA,NA,NA,NA,N,08-Aug-19,8:59,No activity present
1,17,  71 .33970           079.56394,NA,NA,NA,NA,NA,N,08-Aug-19,9:00,No activity present
1,18,  71 .33972           079.56452,NA,NA,NA,NA,NA,N,08-Aug-19,9:00,No activity present
1,19,  71 .33994            079.56442,NA,NA,NA,NA,NA,N,08-Aug-19,9:00,No activity present
1,20,  71 .34014            079.56446,NA,NA,NA,NA,NA,N,08-Aug-19,9:01,No activity present
1,1,  71 .33727            079.56030                     ,NA,NA,NA,NA,NA,N,09-Aug-19,8:30,No activity present
1,2,  71.33742            079.56042,NA,NA,NA,NA,NA,N,09-Aug-19,8:30,No activity present
1,3,  71 .33759           079.56032,NA,NA,NA,NA,NA,N,09-Aug-19,8:31,No activity present
1,4,  71 .33773            079.56064,NA,NA,NA,NA,NA,N,09-Aug-19,8:31,No activity present
1,5,  71.33788            079.56086,NA,NA,NA,NA,NA,N,09-Aug-19,8:31,No activity present
1,6,  71 .33801            079.56112,NA,NA,NA,NA,NA,N,09-Aug-19,8:32,No activity present
1,7,  71 .33814            079.56136,NA,NA,NA,NA,NA,N,09-Aug-19,8:32,No activity present
1,8,  71 .33831            079.56153,NA,NA,NA,NA,NA,N,09-Aug-19,8:32,No activity present
1,9,  71 .33853            079.56152,NA,NA,NA,NA,NA,N,09-Aug-19,8:33,No activity present
1,10,  71 .33869            079.56165,NA,NA,NA,NA,NA,Y,09-Aug-19,8:33,"T2 MF, PB still present"
1,11,  71 .33884            079.56210,NA,NA,NA,NA,NA,N,09-Aug-19,8:34,No activity present
1,12,  71 .33898            079.56239,NA,NA,NA,NA,NA,N,09-Aug-19,8:34,No activity present
1,13,  71 .33907            079.56285,NA,NA,NA,NA,NA,N,09-Aug-19,8:34,No activity present
1,14,  71 .33923           079.56318,NA,NA,NA,NA,NA,N,09-Aug-19,8:34,No activity present
1,15,  71 .33938            079.56359,NA,NA,NA,NA,NA,N,09-Aug-19,8:35,No activity present
1,16,  71 .33956            079.56361,NA,NA,NA,NA,NA,N,09-Aug-19,8:35,No activity present
1,17,  71 .33970           079.56394,NA,NA,NA,NA,NA,N,09-Aug-19,8:35,No activity present
1,18,  71 .33972           079.56452,NA,NA,NA,NA,NA,N,09-Aug-19,8:36,No activity present
1,19,  71 .33994            079.56442,NA,NA,NA,NA,NA,N,09-Aug-19,8:36,No activity present
1,20,  71 .34014            079.56446,NA,NA,NA,NA,NA,N,09-Aug-19,8:36,No activity present
1,1,  71 .33727            079.56030                     ,NA,NA,NA,NA,NA,N,10-Aug-19,8:56,No activity present
1,2,  71.33742            079.56042,NA,NA,NA,NA,NA,N,10-Aug-19,8:56,No activity present
1,3,  71 .33759           079.56032,NA,NA,NA,NA,NA,N,10-Aug-19,8:56,No activity present
1,4,  71 .33773            079.56064,NA,NA,NA,NA,NA,N,10-Aug-19,8:57,No activity present
1,5,  71.33788            079.56086,NA,NA,NA,NA,NA,N,10-Aug-19,8:57,No activity present
1,6,  71 .33801            079.56112,NA,NA,NA,NA,NA,N,10-Aug-19,8:57,No activity present
1,7,  71 .33814            079.56136,NA,NA,NA,NA,NA,N,10-Aug-19,8:58,No activity present
1,8,  71 .33831            079.56153,NA,NA,NA,NA,NA,N,10-Aug-19,8:58,No activity present
1,9,  71 .33853            079.56152,NA,NA,NA,NA,NA,N,10-Aug-19,8:58,No activity present
1,10,  71 .33869            079.56165,NA,NA,NA,NA,NA,N,10-Aug-19,8:58,No activity present
1,11,  71 .33884            079.56210,NA,NA,NA,NA,NA,N,10-Aug-19,8:59,No activity present
1,12,  71 .33898            079.56239,NA,NA,NA,NA,NA,N,10-Aug-19,8:59,No activity present
1,13,  71 .33907            079.56285,NA,NA,NA,NA,NA,N,10-Aug-19,8:59,No activity present
1,14,  71 .33923           079.56318,NA,NA,NA,NA,NA,N,10-Aug-19,9:00,No activity present
1,15,  71 .33938            079.56359,NA,NA,NA,NA,NA,N,10-Aug-19,9:00,No activity present
1,16,  71 .33956            079.56361,NA,NA,NA,NA,NA,N,10-Aug-19,9:00,No activity present
1,17,  71 .33970           079.56394,NA,NA,NA,NA,NA,N,10-Aug-19,9:01,No activity present
1,18,  71 .33972           079.56452,NA,NA,NA,NA,NA,N,10-Aug-19,9:01,No activity present
1,19,  71 .33994            079.56442,NA,NA,NA,NA,NA,N,10-Aug-19,9:01,No activity present
1,20,  71 .34014            079.56446,NA,NA,NA,NA,NA,N,10-Aug-19,9:02,No activity present
2,1,N 71 .34201         W 079.56653                     ,NA,NA,NA,NA,NA,N,18-Jul-18,12:51,No activity present
2,2,N 71.34216         W 079.56666,NA,NA,NA,NA,NA,N,18-Jul-18,12:52,No activity present
2,3,N 71 .34232        W 079.56679,NA,NA,NA,NA,NA,N,18-Jul-18,12:53,No activity present
2,4,N 71 .34248         W 079.56712,NA,NA,NA,NA,NA,N,18-Jul-18,12:53,No activity present
2,5,N 71.34266         W 079.56731,NA,NA,NA,NA,NA,N,18-Jul-18,13:14,No activity present
2,6,N 71 .34285         W 079.56736,NA,NA,NA,NA,NA,N,18-Jul-18,12:54,No activity present
2,7,N 71 .34306         W 079.56761,NA,NA,NA,NA,NA,N,18-Jul-18,12:54,No activity present
2,8,N 71 .34324         W 079.56789,NA,NA,NA,NA,NA,N,18-Jul-18,12:55,No activity present
2,9,N 71 .34332        W 079.56870,NA,NA,NA,NA,NA,N,18-Jul-18,12:56,No activity present
2,10,N 71 .34354         W 079.56888,NA,NA,NA,NA,NA,N,18-Jul-18,12:57,No activity present
2,11,N 71 .34372        W 079.56924,NA,NA,NA,NA,NA,Y ,18-Jul-18,12:58,"T! MF, PB still on trap plate"
2,12,N 71 .34389         W 079.56944,NA,NA,NA,NA,NA,N,18-Jul-18,12:58,No activity present
2,13,N 71 .34403         W 079.56985,NA,NA,NA,NA,NA,N,18-Jul-18,13:02,No activity present
2,14,N 71 .34422        W 079.57063,NA,NA,NA,NA,NA,N,18-Jul-18,13:03,No activity present
2,15,N 71 .34435         W 079.57093,NA,NA,NA,NA,NA,N,18-Jul-18,13:04,No activity present
2,16,N 71 .34449         W 079.57130,NA,NA,NA,NA,NA,N,18-Jul-18,13:04,No activity present
2,17,N 71 .34465        W 079.57148,NA,NA,NA,NA,NA,N,18-Jul-18,13:05,No activity present
2,18,N 71 .34480        W 079.57177,NA,NA,NA,NA,NA,N,18-Jul-18,13:05,No activity present
2,19,N 71 .34496         W 079.57156,NA,NA,NA,NA,NA,N,18-Jul-18,13:06,No activity present
2,20,N 71 .34518        W 079.57136,NA,NA,NA,NA,NA,N,18-Jul-18,13:06,No activity present
2,1,N 71 .34201         W 079.56653                     ,NA,NA,NA,NA,NA,N,19-Jul-18,15:41,No activity present
2,2,N 71.34216         W 079.56666,NA,NA,NA,NA,NA,N,19-Jul-18,15:41,No activity present
2,3,N 71 .34232        W 079.56679,NA,NA,NA,NA,NA,N,19-Jul-18,15:42,No activity present
2,4,N 71 .34248         W 079.56712,NA,NA,NA,NA,NA,N,19-Jul-18,15:42,No activity present
2,5,N 71.34266         W 079.56731,NA,NA,NA,NA,NA,N,19-Jul-18,15:42,No activity present
2,6,N 71 .34285         W 079.56736,NA,NA,NA,NA,NA,N,19-Jul-18,15:43,No activity present
2,7,N 71 .34306         W 079.56761,NA,NA,NA,NA,NA,N,19-Jul-18,15:43,No activity present
2,8,N 71 .34324         W 079.56789,NA,NA,NA,NA,NA,N,19-Jul-18,15:44,No activity present
2,9,N 71 .34332        W 079.56870,NA,NA,NA,NA,NA,N,19-Jul-18,15:44,No activity present
2,10,N 71 .34354         W 079.56888,NA,NA,NA,NA,NA,N,19-Jul-18,15:44,No activity present
2,11,N 71 .34372        W 079.56924,NA,NA,NA,NA,NA,N,19-Jul-18,15:45,No activity present
2,12,N 71 .34389         W 079.56944,NA,NA,NA,NA,NA,N,19-Jul-18,15:45,No activity present
2,13,N 71 .34403         W 079.56985,NA,NA,NA,NA,NA,N,19-Jul-18,15:45,No activity present
2,14,N 71 .34422        W 079.57063,NA,NA,NA,NA,NA,N,19-Jul-18,15:46,No activity present
2,15,N 71 .34435         W 079.57093,NA,NA,NA,NA,NA,N,19-Jul-18,15:46,No activity present
2,16,N 71 .34449         W 079.57130,NA,NA,NA,NA,NA,N,19-Jul-18,15:46,No activity present
2,17,N 71 .34465        W 079.57148,NA,NA,NA,NA,NA,N,19-Jul-18,15:46,No activity present
2,18,N 71 .34480        W 079.57177,NA,NA,NA,NA,NA,N,19-Jul-18,15:47,No activity present
2,19,N 71 .34496         W 079.57156,NA,NA,NA,NA,NA,N,19-Jul-18,15:47,No activity present
2,20,N 71 .34518        W 079.57136,NA,NA,NA,NA,NA,N,19-Jul-18,15:48,No activity present
2,1,N 71 .34201         W 079.56653                     ,NA,NA,NA,NA,NA,N,20-Jul-18,15:59,No activity present
2,2,N 71.34216         W 079.56666,NA,NA,NA,NA,NA,N,20-Jul-18,16:00,No activity present
2,3,N 71 .34232        W 079.56679,NA,NA,NA,NA,NA,N,20-Jul-18,16:00,No activity present
2,4,N 71 .34248         W 079.56712,NA,NA,NA,NA,NA,N,20-Jul-18,16:00,No activity present
2,5,N 71.34266         W 079.56731,NA,NA,NA,NA,NA,N,20-Jul-18,16:01,No activity present
2,6,N 71 .34285         W 079.56736,NA,NA,NA,NA,NA,N,20-Jul-18,16:01,No activity present
2,7,N 71 .34306         W 079.56761,NA,NA,NA,NA,NA,N,20-Jul-18,16:01,No activity present
2,8,N 71 .34324         W 079.56789,NA,NA,NA,NA,NA,N,20-Jul-18,16:02,No activity present
2,9,N 71 .34332        W 079.56870,NA,NA,NA,NA,NA,N,20-Jul-18,16:02,No activity present
2,10,N 71 .34354         W 079.56888,NA,NA,NA,NA,NA,N,20-Jul-18,16:03,No activity present
2,11,N 71 .34372        W 079.56924,NA,NA,NA,NA,NA,N,20-Jul-18,16:03,No activity present
2,12,N 71 .34389         W 079.56944,NA,NA,NA,NA,NA,N,20-Jul-18,16:03,No activity present
2,13,N 71 .34403         W 079.56985,NA,NA,NA,NA,NA,N,20-Jul-18,16:04,No activity present
2,14,N 71 .34422        W 079.57063,NA,NA,NA,NA,NA,N,20-Jul-18,16:04,No activity present
2,15,N 71 .34435         W 079.57093,NA,NA,NA,NA,NA,Y  ,20-Jul-18,16:04,"T1 MF, PB still present"
2,16,N 71 .34449         W 079.57130,NA,NA,NA,NA,NA,N,20-Jul-18,16:05,No activity present
2,17,N 71 .34465        W 079.57148,NA,NA,NA,NA,NA,N,20-Jul-18,16:05,No activity present
2,18,N 71 .34480        W 079.57177,NA,NA,NA,NA,NA,N,20-Jul-18,16:06,No activity present
2,19,N 71 .34496         W 079.57156,NA,NA,NA,NA,NA,N,20-Jul-18,16:06,No activity present
2,20,N 71 .34518        W 079.57136,NA,NA,NA,NA,NA,Y  ,20-Jul-18,16:07,"T1 and T2 MF, PB still present"
2,1,N 71 .34201         W 079.56653                     ,NA,NA,NA,NA,NA,N,21-Jul-18,18:21,No activity present
2,2,N 71.34216         W 079.56666,NA,NA,NA,NA,NA,N,21-Jul-18,18:21,No activity present
2,3,N 71 .34232        W 079.56679,NA,NA,NA,NA,NA,N,21-Jul-18,18:21,No activity present
2,4,N 71 .34248         W 079.56712,NA,NA,NA,NA,NA,N,21-Jul-18,18:22,No activity present
2,5,N 71.34266         W 079.56731,NA,NA,NA,NA,NA,Y  ,21-Jul-18,18:22,"T3 MF, PB still present"
2,6,N 71 .34285         W 079.56736,NA,NA,NA,NA,NA,Y  ,21-Jul-18,18:22,"T3 MF, PB still present"
2,7,N 71 .34306         W 079.56761,NA,NA,NA,NA,NA,N,21-Jul-18,18:23,No activity present
2,8,N 71 .34324         W 079.56789,NA,NA,NA,NA,NA,N,21-Jul-18,18:23,No activity present
2,9,N 71 .34332        W 079.56870,NA,NA,NA,NA,NA,N,21-Jul-18,18:23,No activity present
2,10,N 71 .34354         W 079.56888,NA,NA,NA,NA,NA,N,21-Jul-18,18:24,No activity present
2,11,N 71 .34372        W 079.56924,NA,NA,NA,NA,NA,N,21-Jul-18,18:24,No activity present
2,12,N 71 .34389         W 079.56944,NA,NA,NA,NA,NA,N,21-Jul-18,18:24,No activity present
2,13,N 71 .34403         W 079.56985,NA,NA,NA,NA,NA,N,21-Jul-18,18:25,No activity present
2,14,N 71 .34422        W 079.57063,NA,NA,NA,NA,NA,N,21-Jul-18,18:25,No activity present
2,15,N 71 .34435         W 079.57093,NA,NA,NA,NA,NA,N,21-Jul-18,18:25,No activity present
2,16,N 71 .34449         W 079.57130,NA,NA,NA,NA,NA,N,21-Jul-18,18:26,No activity present
2,17,N 71 .34465        W 079.57148,NA,NA,NA,NA,NA,N,21-Jul-18,18:26,No activity present
2,18,N 71 .34480        W 079.57177,NA,NA,NA,NA,NA,N,21-Jul-18,18:26,No activity present
2,19,N 71 .34496         W 079.57156,NA,NA,NA,NA,NA,N,21-Jul-18,18:27,No activity present
2,20,N 71 .34518        W 079.57136,NA,NA,NA,NA,NA,Y  ,21-Jul-18,18:27,"T3 MF, PB still present"
2,1,N 71 .34201         W 079.56653                     ,NA,NA,NA,NA,NA,N,22-Jul-18,15:47,No activity present
2,2,N 71.34216         W 079.56666,NA,NA,NA,NA,NA,N,22-Jul-18,15:47,No activity present
2,3,N 71 .34232        W 079.56679,NA,NA,NA,NA,NA,N,22-Jul-18,15:47,No activity present
2,4,N 71 .34248         W 079.56712,NA,NA,NA,NA,NA,N,22-Jul-18,15:48,No activity present
2,5,N 71.34266         W 079.56731,NA,NA,NA,NA,NA,N,22-Jul-18,15:48,No activity present
2,6,N 71 .34285         W 079.56736,NA,NA,NA,NA,NA,N,22-Jul-18,15:48,No activity present
2,7,N 71 .34306         W 079.56761,NA,NA,NA,NA,NA,N,22-Jul-18,15:49,No activity present
2,8,N 71 .34324         W 079.56789,NA,NA,NA,NA,NA,N,22-Jul-18,15:49,No activity present
2,9,N 71 .34332        W 079.56870,NA,NA,NA,NA,NA,N,22-Jul-18,15:50,No activity present
2,10,N 71 .34354         W 079.56888,NA,NA,NA,NA,NA,N,22-Jul-18,15:50,No activity present
2,11,N 71 .34372        W 079.56924,NA,NA,NA,NA,NA,N,22-Jul-18,15:50,No activity present
2,12,N 71 .34389         W 079.56944,NA,NA,NA,NA,NA,N,22-Jul-18,15:51,No activity present
2,13,N 71 .34403         W 079.56985,NA,NA,NA,NA,NA,N,22-Jul-18,15:51,No activity present
2,14,N 71 .34422        W 079.57063,NA,NA,NA,NA,NA,N,22-Jul-18,15:52,No activity present
2,15,N 71 .34435         W 079.57093,NA,NA,NA,NA,NA,N,22-Jul-18,15:52,No activity present
2,16,N 71 .34449         W 079.57130,NA,NA,NA,NA,NA,N,22-Jul-18,15:53,No activity present
2,17,N 71 .34465        W 079.57148,NA,NA,NA,NA,NA,N,22-Jul-18,15:53,No activity present
2,18,N 71 .34480        W 079.57177,NA,NA,NA,NA,NA,N,22-Jul-18,15:53,No activity present
2,19,N 71 .34496         W 079.57156,NA,NA,NA,NA,NA,N,22-Jul-18,15:54,No activity present
2,20,N 71 .34518        W 079.57136,NA,NA,NA,NA,NA,Y  ,22-Jul-18,15:54,"T3 MF, PB still present"
2,1,N 71 .34201         W 079.56653                     ,NA,NA,NA,NA,NA,N,23-Jul-18,16:07,No activity present
2,2,N 71.34216         W 079.56666,NA,NA,NA,NA,NA,N,23-Jul-18,16:08,No activity present
2,3,N 71 .34232        W 079.56679,NA,NA,NA,NA,NA,N,23-Jul-18,16:08,No activity present
2,4,N 71 .34248         W 079.56712,NA,NA,NA,NA,NA,N,23-Jul-18,16:09,No activity present
2,5,N 71.34266         W 079.56731,NA,NA,NA,NA,NA,N,23-Jul-18,16:09,No activity present
2,6,N 71 .34285         W 079.56736,NA,NA,NA,NA,NA,N,23-Jul-18,16:10,No activity present
2,7,N 71 .34306         W 079.56761,NA,NA,NA,NA,NA,N,23-Jul-18,16:10,No activity present
2,8,N 71 .34324         W 079.56789,NA,NA,NA,NA,NA,N,23-Jul-18,16:10,No activity present
2,9,N 71 .34332        W 079.56870,NA,NA,NA,NA,NA,N,23-Jul-18,16:11,No activity present
2,10,N 71 .34354         W 079.56888,NA,NA,NA,NA,NA,N,23-Jul-18,16:11,No activity present
2,11,N 71 .34372        W 079.56924,NA,NA,NA,NA,NA,N,23-Jul-18,16:11,No activity present
2,12,N 71 .34389         W 079.56944,NA,NA,NA,NA,NA,N,23-Jul-18,16:12,No activity present
2,13,N 71 .34403         W 079.56985,NA,NA,NA,NA,NA,N,23-Jul-18,16:12,No activity present
2,14,N 71 .34422        W 079.57063,NA,NA,NA,NA,NA,N,23-Jul-18,16:12,No activity present
2,15,N 71 .34435         W 079.57093,NA,NA,NA,NA,NA,N,23-Jul-18,16:13,No activity present
2,16,N 71 .34449         W 079.57130,NA,NA,NA,NA,NA,N,23-Jul-18,16:13,No activity present
2,17,N 71 .34465        W 079.57148,NA,NA,NA,NA,NA,N,23-Jul-18,16:14,No activity present
2,18,N 71 .34480        W 079.57177,NA,NA,NA,NA,NA,N,23-Jul-18,16:14,No activity present
2,19,N 71 .34496         W 079.57156,NA,NA,NA,NA,NA,N,23-Jul-18,16:14,No activity present
2,20,N 71 .34518        W 079.57136,NA,NA,NA,NA,NA,N,23-Jul-18,16:15,No activity present
2,1,N 71 .34201         W 079.56653                     ,NA,NA,NA,NA,NA,N,10-Aug-18,19:33,No activity present
2,2,N 71.34216         W 079.56666,NA,NA,NA,NA,NA,N,10-Aug-18,19:34,No activity present
2,3,N 71 .34232        W 079.56679,NA,NA,NA,NA,NA,N,10-Aug-18,19:34,No activity present
2,4,N 71 .34248         W 079.56712,NA,NA,NA,NA,NA,N,10-Aug-18,19:35,No activity present
