Transect,Station,GPS,trap,sp,sex,weight,age,missfire,Date,Time,comments
2,5,N 71.34266         W 079.56731,NA,NA,NA,NA,NA,N,10-Aug-18,19:35,No activity present
2,6,N 71 .34285         W 079.56736,NA,NA,NA,NA,NA,N,10-Aug-18,19:35,No activity present
2,7,N 71 .34306         W 079.56761,NA,NA,NA,NA,NA,N,10-Aug-18,19:36,No activity present
2,8,N 71 .34324         W 079.56789,NA,NA,NA,NA,NA,N,10-Aug-18,19:36,No activity present
2,9,N 71 .34332        W 079.56870,NA,NA,NA,NA,NA,N,10-Aug-18,19:36,No activity present
2,10,N 71 .34354         W 079.56888,NA,NA,NA,NA,NA,N,10-Aug-18,19:37,No activity present
2,11,N 71 .34372        W 079.56924,NA,NA,NA,NA,NA,N,10-Aug-18,19:37,No activity present
2,12,N 71 .34389         W 079.56944,NA,NA,NA,NA,NA,N,10-Aug-18,19:38,No activity present
2,13,N 71 .34403         W 079.56985,NA,NA,NA,NA,NA,N,10-Aug-18,19:38,No activity present
2,14,N 71 .34422        W 079.57063,NA,NA,NA,NA,NA,N,10-Aug-18,19:39,No activity present
2,15,N 71 .34435         W 079.57093,NA,NA,NA,NA,NA,N,10-Aug-18,19:39,No activity present
2,16,N 71 .34449         W 079.57130,NA,NA,NA,NA,NA,N,10-Aug-18,19:40,No activity present
2,17,N 71 .34465        W 079.57148,NA,NA,NA,NA,NA,N,10-Aug-18,19;40,No activity present
2,18,N 71 .34480        W 079.57177,NA,NA,NA,NA,NA,N,10-Aug-18,19:40,No activity present
2,19,N 71 .34496         W 079.57156,NA,NA,NA,NA,NA,N,10-Aug-18,19:41,No activity present
2,20,N 71 .34518        W 079.57136,NA,NA,NA,NA,NA,N,10-Aug-18,19:41,No activity present
2,1,N 71 .34201         W 079.56653                     ,NA,NA,NA,NA,NA,N,11-Aug-18,16:08,No activity present
2,2,N 71.34216         W 079.56666,NA,NA,NA,NA,NA,N,11-Aug-18,16:08,No activity present
2,3,N 71 .34232        W 079.56679,NA,NA,NA,NA,NA,N,11-Aug-18,16:08,No activity present
2,4,N 71 .34248         W 079.56712,NA,NA,NA,NA,NA,N,11-Aug-18,16:09,No activity present
2,5,N 71.34266         W 079.56731,NA,NA,NA,NA,NA,N,11-Aug-18,16:09,No activity present
2,6,N 71 .34285         W 079.56736,NA,NA,NA,NA,NA,N,11-Aug-18,16:10,No activity present
2,7,N 71 .34306         W 079.56761,NA,NA,NA,NA,NA,N,11-Aug-18,16:10,No activity present
2,8,N 71 .34324         W 079.56789,NA,NA,NA,NA,NA,N,11-Aug-18,16:10,No activity present
2,9,N 71 .34332        W 079.56870,NA,NA,NA,NA,NA,N,11-Aug-18,16:11,No activity present
2,10,N 71 .34354         W 079.56888,NA,NA,NA,NA,NA,N,11-Aug-18,16:11,No activity present
2,11,N 71 .34372        W 079.56924,NA,NA,NA,NA,NA,N,11-Aug-18,16:11,No activity present
2,12,N 71 .34389         W 079.56944,NA,NA,NA,NA,NA,N,11-Aug-18,16:12,No activity present
2,13,N 71 .34403         W 079.56985,NA,NA,NA,NA,NA,N,11-Aug-18,16:12,No activity present
2,14,N 71 .34422        W 079.57063,NA,NA,NA,NA,NA,N,11-Aug-18,16:12,No activity present
2,15,N 71 .34435         W 079.57093,NA,NA,NA,NA,NA,N,11-Aug-18,16:13,No activity present
2,16,N 71 .34449         W 079.57130,NA,NA,NA,NA,NA,N,11-Aug-18,16:13,No activity present
2,17,N 71 .34465        W 079.57148,NA,NA,NA,NA,NA,N,11-Aug-18,16:14,No activity present
2,18,N 71 .34480        W 079.57177,NA,NA,NA,NA,NA,N,11-Aug-18,16:14,No activity present
2,19,N 71 .34496         W 079.57156,NA,NA,NA,NA,NA,N,11-Aug-18,16:14,No activity present
2,20,N 71 .34518        W 079.57136,NA,NA,NA,NA,NA,N,11-Aug-18,16:15,No activity present
2,1,N 71 .34201         W 079.56653                     ,NA,NA,NA,NA,NA,N,12-Aug-18,15:55,No activity present
2,2,N 71.34216         W 079.56666,NA,NA,NA,NA,NA,N,12-Aug-18,15:56,No activity present
2,3,N 71 .34232        W 079.56679,NA,NA,NA,NA,NA,N,12-Aug-18,15:56,No activity present
2,4,N 71 .34248         W 079.56712,NA,NA,NA,NA,NA,N,12-Aug-18,15:56,No activity present
2,5,N 71.34266         W 079.56731,NA,NA,NA,NA,NA,N,12-Aug-18,15:57,No activity present
2,6,N 71 .34285         W 079.56736,NA,NA,NA,NA,NA,N,12-Aug-18,15:57,No activity present
2,7,N 71 .34306         W 079.56761,NA,NA,NA,NA,NA,N,12-Aug-18,15:57,No activity present
2,8,N 71 .34324         W 079.56789,NA,NA,NA,NA,NA,N,12-Aug-18,15:58,No activity present
2,9,N 71 .34332        W 079.56870,NA,NA,NA,NA,NA,N,12-Aug-18,15:58,No activity present
2,10,N 71 .34354         W 079.56888,NA,NA,NA,NA,NA,N,12-Aug-18,15:58,No activity present
2,11,N 71 .34372        W 079.56924,NA,NA,NA,NA,NA,N,12-Aug-18,15:59,No activity present
2,12,N 71 .34389         W 079.56944,NA,NA,NA,NA,NA,N,12-Aug-18,15:59,No activity present
2,13,N 71 .34403         W 079.56985,NA,NA,NA,NA,NA,N,12-Aug-18,15:59,No activity present
2,14,N 71 .34422        W 079.57063,NA,NA,NA,NA,NA,N,12-Aug-18,16:00,No activity present
2,15,N 71 .34435         W 079.57093,NA,NA,NA,NA,NA,N,12-Aug-18,16:00,No activity present
2,16,N 71 .34449         W 079.57130,NA,NA,NA,NA,NA,N,12-Aug-18,16:01,No activity present
2,17,N 71 .34465        W 079.57148,NA,NA,NA,NA,NA,N,12-Aug-18,16:01,No activity present
2,18,N 71 .34480        W 079.57177,NA,NA,NA,NA,NA,N,12-Aug-18,16:01,No activity present
2,19,N 71 .34496         W 079.57156,NA,NA,NA,NA,NA,N,12-Aug-18,16:02,No activity present
2,20,N 71 .34518        W 079.57136,NA,NA,NA,NA,NA,N,12-Aug-18,16:02,No activity present
2,1,N 71 .34201         W 079.56653                     ,NA,NA,NA,NA,NA,N,13-Aug-18,15:54,No activity present
2,2,N 71.34216         W 079.56666,NA,NA,NA,NA,NA,N,13-Aug-18,15:55,No activity present
2,3,N 71 .34232        W 079.56679,NA,NA,NA,NA,NA,N,13-Aug-18,15:56,No activity present
2,4,N 71 .34248         W 079.56712,NA,NA,NA,NA,NA,N,13-Aug-18,15:56,No activity present
2,5,N 71.34266         W 079.56731,NA,NA,NA,NA,NA,N,13-Aug-18,15:56,No activity present
2,6,N 71 .34285         W 079.56736,NA,NA,NA,NA,NA,N,13-Aug-18,15:57,No activity present
2,7,N 71 .34306         W 079.56761,NA,NA,NA,NA,NA,N,13-Aug-18,15:57,No activity present
2,8,N 71 .34324         W 079.56789,NA,NA,NA,NA,NA,N,13-Aug-18,15:57,No activity present
2,9,N 71 .34332        W 079.56870,NA,NA,NA,NA,NA,N,13-Aug-18,15:58,No activity present
2,10,N 71 .34354         W 079.56888,NA,NA,NA,NA,NA,N,13-Aug-18,15:58,No activity present
2,11,N 71 .34372        W 079.56924,NA,NA,NA,NA,NA,N,13-Aug-18,15:58,No activity present
2,12,N 71 .34389         W 079.56944,NA,NA,NA,NA,NA,N,13-Aug-18,15:59,No activity present
2,13,N 71 .34403         W 079.56985,NA,NA,NA,NA,NA,N,13-Aug-18,15:59,No activity present
2,14,N 71 .34422        W 079.57063,NA,NA,NA,NA,NA,N,13-Aug-18,15:59,No activity present
2,15,N 71 .34435         W 079.57093,NA,NA,NA,NA,NA,N,13-Aug-18,16:00,No activity present
2,16,N 71 .34449         W 079.57130,NA,NA,NA,NA,NA,N,13-Aug-18,16:00,No activity present
2,17,N 71 .34465        W 079.57148,NA,NA,NA,NA,NA,N,13-Aug-18,16:01,No activity present
2,18,N 71 .34480        W 079.57177,NA,NA,NA,NA,NA,N,13-Aug-18,16:01,No activity present
2,19,N 71 .34496         W 079.57156,NA,NA,NA,NA,NA,N,13-Aug-18,16:01,No activity present
2,20,N 71 .34518        W 079.57136,NA,NA,NA,NA,NA,N,13-Aug-18,16:02,No activity present
2,1,N 71 .34201         W 079.56653                     ,NA,NA,NA,NA,NA,N,14-Aug-18,14:12,No activity present
2,2,N 71.34216         W 079.56666,NA,NA,NA,NA,NA,Y ,14-Aug-18,14:13,T2 MF
2,3,N 71 .34232        W 079.56679,NA,NA,NA,NA,NA,Y,14-Aug-18,14:13,"T1 MF, PB still present"
2,4,N 71 .34248         W 079.56712,NA,NA,NA,NA,NA,N,14-Aug-18,14:13,No activity present
2,5,N 71.34266         W 079.56731,NA,NA,NA,NA,NA,N,14-Aug-18,14:14,No activity present
2,6,N 71 .34285         W 079.56736,NA,NA,NA,NA,NA,N,14-Aug-18,14:14,No activity present
2,7,N 71 .34306         W 079.56761,NA,NA,NA,NA,NA,N,14-Aug-18,14:14,No activity present
2,8,N 71 .34324         W 079.56789,NA,NA,NA,NA,NA,N,14-Aug-18,14:15,No activity present
2,9,N 71 .34332        W 079.56870,NA,NA,NA,NA,NA,N,14-Aug-18,14:15,No activity present
2,10,N 71 .34354         W 079.56888,NA,NA,NA,NA,NA,N,14-Aug-18,14:15,No activity present
2,11,N 71 .34372        W 079.56924,NA,NA,NA,NA,NA,N,14-Aug-18,14:16,No activity present
2,12,N 71 .34389         W 079.56944,NA,NA,NA,NA,NA,N,14-Aug-18,14:16,No activity present
2,13,N 71 .34403         W 079.56985,NA,NA,NA,NA,NA,N,14-Aug-18,14:16,No activity present
2,14,N 71 .34422        W 079.57063,NA,NA,NA,NA,NA,Y,14-Aug-18,14:17,"T3 MF, PB still present"
2,15,N 71 .34435         W 079.57093,NA,NA,NA,NA,NA,N,14-Aug-18,14:17,No activity present
2,16,N 71 .34449         W 079.57130,NA,NA,NA,NA,NA,N,14-Aug-18,14:18,No activity present
2,17,N 71 .34465        W 079.57148,NA,NA,NA,NA,NA,N,14-Aug-18,14:18,No activity present
2,18,N 71 .34480        W 079.57177,NA,NA,NA,NA,NA,N,14-Aug-18,14:19,No activity present
2,19,N 71 .34496         W 079.57156,NA,NA,NA,NA,NA,N,14-Aug-18,14:19,No activity present
2,20,N 71 .34518        W 079.57136,NA,NA,NA,NA,NA,N,14-Aug-18,14:19,No activity present
2,1,N 71 .34201         W 079.56653                     ,NA,NA,NA,NA,NA,N,15-Aug-18,13:03,No activity present
2,2,N 71.34216         W 079.56666,NA,NA,NA,NA,NA,N,15-Aug-18,13:03,No activity present
2,3,N 71 .34232        W 079.56679,NA,NA,NA,NA,NA,N,15-Aug-18,13:03,No activity present
2,4,N 71 .34248         W 079.56712,NA,NA,NA,NA,NA,N,15-Aug-18,13:04,No activity present
2,5,N 71.34266         W 079.56731,NA,NA,NA,NA,NA,N,15-Aug-18,13:04,No activity present
2,6,N 71 .34285         W 079.56736,NA,NA,NA,NA,NA,N,15-Aug-18,13:04,No activity present
2,7,N 71 .34306         W 079.56761,NA,NA,NA,NA,NA,N,15-Aug-18,13:05,No activity present
2,8,N 71 .34324         W 079.56789,NA,NA,NA,NA,NA,N,15-Aug-18,13:05,No activity present
2,9,N 71 .34332        W 079.56870,NA,NA,NA,NA,NA,N,15-Aug-18,13:05,No activity present
2,10,N 71 .34354         W 079.56888,NA,NA,NA,NA,NA,N,15-Aug-18,13:06,No activity present
2,11,N 71 .34372        W 079.56924,NA,NA,NA,NA,NA,N,15-Aug-18,13:06,No activity present
2,12,N 71 .34389         W 079.56944,NA,NA,NA,NA,NA,N,15-Aug-18,13:06,No activity present
2,13,N 71 .34403         W 079.56985,NA,NA,NA,NA,NA,N,15-Aug-18,13:07,No activity present
2,14,N 71 .34422        W 079.57063,NA,NA,NA,NA,NA,N,15-Aug-18,13:07,No activity present
2,15,N 71 .34435         W 079.57093,NA,NA,NA,NA,NA,N,15-Aug-18,13:08,No activity present
2,16,N 71 .34449         W 079.57130,NA,NA,NA,NA,NA,N,15-Aug-18,13:08,No activity present
2,17,N 71 .34465        W 079.57148,NA,NA,NA,NA,NA,N,15-Aug-18,13:08,No activity present
2,18,N 71 .34480        W 079.57177,NA,NA,NA,NA,NA,N,15-Aug-18,13:09,No activity present
2,19,N 71 .34496         W 079.57156,NA,NA,NA,NA,NA,N,15-Aug-18,13:09,No activity present
2,20,N 71 .34518        W 079.57136,NA,NA,NA,NA,NA,N,15-Aug-18,13:09,No activity present
2,1,N 71 .34201         W 079.56653                     ,NA,NA,NA,NA,NA,N,17-Jun-19,9:30,No activity present
2,2,N 71.34216         W 079.56666,NA,NA,NA,NA,NA,N,17-Jun-19,9:30,No activity present
2,3,N 71 .34232        W 079.56679,NA,NA,NA,NA,NA,N,17-Jun-19,9:30,No activity present
2,4,N 71 .34248         W 079.56712,NA,NA,NA,NA,NA,Y,17-Jun-19,9:31,"T3 MF, PB still present"
2,5,N 71.34266         W 079.56731,NA,NA,NA,NA,NA,N,17-Jun-19,9:31,No activity present
2,6,N 71 .34285         W 079.56736,NA,NA,NA,NA,NA,N,17-Jun-19,9:32,No activity present
2,7,N 71 .34306         W 079.56761,NA,NA,NA,NA,NA,N,17-Jun-19,9:32,No activity present
2,8,N 71 .34324         W 079.56789,NA,NA,NA,NA,NA,N,17-Jun-19,9:32,No activity present
2,9,N 71 .34332        W 079.56870,NA,NA,NA,NA,NA,N,17-Jun-19,9:33,No activity present
2,10,N 71 .34354         W 079.56888,NA,NA,NA,NA,NA,N,17-Jun-19,9:33,No activity present
2,11,N 71 .34372        W 079.56924,NA,NA,NA,NA,NA,N,17-Jun-19,9:33,No activity present
2,12,N 71 .34389         W 079.56944,NA,NA,NA,NA,NA,Y,17-Jun-19,9:34,"T1 t2 t3 MF, T3 was off the stake"
2,13,N 71 .34403         W 079.56985,NA,NA,NA,NA,NA,N,17-Jun-19,9:34,No activity present
2,14,N 71 .34422        W 079.57063,NA,NA,NA,NA,NA,N,17-Jun-19,9:35,No activity present
2,15,N 71 .34435         W 079.57093,NA,NA,NA,NA,NA,N,17-Jun-19,9:35,No activity present
2,16,N 71 .34449         W 079.57130,NA,NA,NA,NA,NA,N,17-Jun-19,9:35,No activity present
2,17,N 71 .34465        W 079.57148,NA,NA,NA,NA,NA,N,17-Jun-19,9:35,No activity present
2,18,N 71 .34480        W 079.57177,NA,NA,NA,NA,NA,N,17-Jun-19,9:36,No activity present
2,19,N 71 .34496         W 079.57156,NA,NA,NA,NA,NA,N,17-Jun-19,9:36,No activity present
2,20,N 71 .34518        W 079.57136,NA,NA,NA,NA,NA,N,17-Jun-19,9:36,No activity present
2,1,N 71 .34201         W 079.56653                     ,NA,NA,NA,NA,NA,N,18-Jun-19,10:03,No activity present
2,2,N 71.34216         W 079.56666,NA,NA,NA,NA,NA,N,18-Jun-19,10:03,No activity present
2,3,N 71 .34232        W 079.56679,NA,NA,NA,NA,NA,N,18-Jun-19,10:03,No activity present
2,4,N 71 .34248         W 079.56712,NA,NA,NA,NA,NA,N,18-Jun-19,10:04,No activity present
2,5,N 71.34266         W 079.56731,NA,NA,NA,NA,NA,N,18-Jun-19,10:04,No activity present
2,6,N 71 .34285         W 079.56736,NA,NA,NA,NA,NA,N,18-Jun-19,10:05,No activity present
2,7,N 71 .34306         W 079.56761,NA,NA,NA,NA,NA,N,18-Jun-19,10:05,No activity present
2,8,N 71 .34324         W 079.56789,NA,NA,NA,NA,NA,N,18-Jun-19,10:05,No activity present
2,9,N 71 .34332        W 079.56870,NA,NA,NA,NA,NA,N,18-Jun-19,10:06,No activity present
2,10,N 71 .34354         W 079.56888,NA,NA,NA,NA,NA,N,18-Jun-19,10:06,No activity present
2,11,N 71 .34372        W 079.56924,NA,NA,NA,NA,NA,N,18-Jun-19,10:06,No activity present
2,12,N 71 .34389         W 079.56944,NA,NA,NA,NA,NA,N,18-Jun-19,10:07,No activity present
2,13,N 71 .34403         W 079.56985,NA,NA,NA,NA,NA,N,18-Jun-19,10:07,No activity present
2,14,N 71 .34422        W 079.57063,NA,NA,NA,NA,NA,N,18-Jun-19,10:07,No activity present
2,15,N 71 .34435         W 079.57093,NA,NA,NA,NA,NA,N,18-Jun-19,10:08,No activity present
2,16,N 71 .34449         W 079.57130,NA,NA,NA,NA,NA,N,18-Jun-19,10:08,No activity present
2,17,N 71 .34465        W 079.57148,NA,NA,NA,NA,NA,N,18-Jun-19,10:09,No activity present
2,18,N 71 .34480        W 079.57177,NA,NA,NA,NA,NA,N,18-Jun-19,10:09,No activity present
2,19,N 71 .34496         W 079.57156,NA,NA,NA,NA,NA,N,18-Jun-19,10:09,No activity present
2,20,N 71 .34518        W 079.57136,NA,NA,NA,NA,NA,N,18-Jun-19,10:10,No activity present
2,1,N 71 .34201         W 079.56653                     ,NA,NA,NA,NA,NA,N,19-Jun-19,9:00,No activity present
2,2,N 71.34216         W 079.56666,NA,NA,NA,NA,NA,N,19-Jun-19,9:00,No activity present
2,3,N 71 .34232        W 079.56679,NA,NA,NA,NA,NA,N,19-Jun-19,9:01,No activity present
2,4,N 71 .34248         W 079.56712,NA,NA,NA,NA,NA,N,19-Jun-19,9:01,No activity present
2,5,N 71.34266         W 079.56731,NA,NA,NA,NA,NA,N,19-Jun-19,9:01,No activity present
2,6,N 71 .34285         W 079.56736,NA,NA,NA,NA,NA,N,19-Jun-19,9:02,No activity present
2,7,N 71 .34306         W 079.56761,NA,NA,NA,NA,NA,N,19-Jun-19,9:02,No activity present
2,8,N 71 .34324         W 079.56789,NA,NA,NA,NA,NA,N,19-Jun-19,9:02,No activity present
2,9,N 71 .34332        W 079.56870,NA,NA,NA,NA,NA,N,19-Jun-19,9:03,No activity present
2,10,N 71 .34354         W 079.56888,NA,NA,NA,NA,NA,N,19-Jun-19,9:03,No activity present
2,11,N 71 .34372        W 079.56924,NA,NA,NA,NA,NA,N,19-Jun-19,9:03,No activity present
2,12,N 71 .34389         W 079.56944,NA,NA,NA,NA,NA,N,19-Jun-19,9:04,No activity present
2,13,N 71 .34403         W 079.56985,NA,NA,NA,NA,NA,N,19-Jun-19,9:04,No activity present
2,14,N 71 .34422        W 079.57063,NA,NA,NA,NA,NA,N,19-Jun-19,9:04,No activity present
2,15,N 71 .34435         W 079.57093,NA,NA,NA,NA,NA,N,19-Jun-19,9:05,No activity present
2,16,N 71 .34449         W 079.57130,NA,NA,NA,NA,NA,N,19-Jun-19,9:05,No activity present
2,17,N 71 .34465        W 079.57148,NA,NA,NA,NA,NA,N,19-Jun-19,9:05,No activity present
2,18,N 71 .34480        W 079.57177,NA,NA,NA,NA,NA,N,19-Jun-19,9:06,No activity present
2,19,N 71 .34496         W 079.57156,NA,NA,NA,NA,NA,N,19-Jun-19,9:06,No activity present
2,20,N 71 .34518        W 079.57136,NA,NA,NA,NA,NA,N,19-Jun-19,9:07,No activity present
2,1,N 71 .34201         W 079.56653                     ,NA,NA,NA,NA,NA,N,20-Jun-19,10:14,No activity present
2,2,N 71.34216         W 079.56666,NA,NA,NA,NA,NA,N,20-Jun-19,10:14,No activity present
2,3,N 71 .34232        W 079.56679,NA,NA,NA,NA,NA,N,20-Jun-19,10:14,No activity present
2,4,N 71 .34248         W 079.56712,NA,NA,NA,NA,NA,N,20-Jun-19,10:15,No activity present
2,5,N 71.34266         W 079.56731,NA,NA,NA,NA,NA,N,20-Jun-19,10:15,No activity present
2,6,N 71 .34285         W 079.56736,NA,NA,NA,NA,NA,Y,20-Jun-19,10:15,T2 MF
2,7,N 71 .34306         W 079.56761,NA,NA,NA,NA,NA,N,20-Jun-19,10:16,No activity present
2,8,N 71 .34324         W 079.56789,NA,NA,NA,NA,NA,N,20-Jun-19,10:16,No activity present
2,9,N 71 .34332        W 079.56870,NA,NA,NA,NA,NA,N,20-Jun-19,10:16,No activity present
2,10,N 71 .34354         W 079.56888,NA,NA,NA,NA,NA,N,20-Jun-19,10:17,No activity present
2,11,N 71 .34372        W 079.56924,NA,NA,NA,NA,NA,N,20-Jun-19,10:17,No activity present
2,12,N 71 .34389         W 079.56944,NA,NA,NA,NA,NA,N,20-Jun-19,10:17,No activity present
2,13,N 71 .34403         W 079.56985,NA,NA,NA,NA,NA,N,20-Jun-19,10:18,No activity present
2,14,N 71 .34422        W 079.57063,NA,NA,NA,NA,NA,N,20-Jun-19,10:18,No activity present
2,15,N 71 .34435         W 079.57093,NA,NA,NA,NA,NA,N,20-Jun-19,10:18,No activity present
2,16,N 71 .34449         W 079.57130,NA,NA,NA,NA,NA,N,20-Jun-19,10:19,No activity present
2,17,N 71 .34465        W 079.57148,NA,NA,NA,NA,NA,N,20-Jun-19,10:19,No activity present
2,18,N 71 .34480        W 079.57177,NA,NA,NA,NA,NA,N,20-Jun-19,10:19,No activity present
2,19,N 71 .34496         W 079.57156,NA,NA,NA,NA,NA,N,20-Jun-19,10:20,No activity present
2,20,N 71 .34518        W 079.57136,NA,NA,NA,NA,NA,N,20-Jun-19,10:20,No activity present
2,1,N 71 .34201         W 079.56653                     ,NA,NA,NA,NA,NA,N,21-Jun-19,13:14,No activity present
2,2,N 71.34216         W 079.56666,NA,NA,NA,NA,NA,N,21-Jun-19,13:15,No activity present
2,3,N 71 .34232        W 079.56679,NA,NA,NA,NA,NA,N,21-Jun-19,13:15,No activity present
2,4,N 71 .34248         W 079.56712,NA,NA,NA,NA,NA,N,21-Jun-19,13:15,No activity present
2,5,N 71.34266         W 079.56731,NA,NA,NA,NA,NA,Y,21-Jun-19,13:16,"T1 MF, PB still present"
2,6,N 71 .34285         W 079.56736,NA,NA,NA,NA,NA,N,21-Jun-19,13:16,No activity present
2,7,N 71 .34306         W 079.56761,NA,NA,NA,NA,NA,N,21-Jun-19,13:16,No activity present
2,8,N 71 .34324         W 079.56789,NA,NA,NA,NA,NA,N,21-Jun-19,13:17,No activity present
2,9,N 71 .34332        W 079.56870,NA,NA,NA,NA,NA,Y,21-Jun-19,13:17,T2 MF
2,10,N 71 .34354         W 079.56888,NA,NA,NA,NA,NA,N,21-Jun-19,13:17,No activity present
2,11,N 71 .34372        W 079.56924,NA,NA,NA,NA,NA,N,21-Jun-19,13:18,No activity present
2,12,N 71 .34389         W 079.56944,NA,NA,NA,NA,NA,N,21-Jun-19,13:18,No activity present
2,13,N 71 .34403         W 079.56985,NA,NA,NA,NA,NA,N,21-Jun-19,13:18,No activity present
2,14,N 71 .34422        W 079.57063,NA,NA,NA,NA,NA,N,21-Jun-19,13:19,No activity present
2,15,N 71 .34435         W 079.57093,NA,NA,NA,NA,NA,N,21-Jun-19,13:19,No activity present
2,16,N 71 .34449         W 079.57130,NA,NA,NA,NA,NA,N,21-Jun-19,13:19,No activity present
2,17,N 71 .34465        W 079.57148,NA,NA,NA,NA,NA,N,21-Jun-19,13:20,No activity present
2,18,N 71 .34480        W 079.57177,NA,NA,NA,NA,NA,N,21-Jun-19,13:20,No activity present
2,19,N 71 .34496         W 079.57156,NA,NA,NA,NA,NA,N,21-Jun-19,13:20,No activity present
2,20,N 71 .34518        W 079.57136,NA,NA,NA,NA,NA,N,21-Jun-19,13:21,No activity present
2,1,N 71 .34201         W 079.56653                     ,NA,NA,NA,NA,NA,N,22-Jun-19,12:28,No activity present
2,2,N 71.34216         W 079.56666,NA,NA,NA,NA,NA,N,22-Jun-19,12:28,No activity present
2,3,N 71 .34232        W 079.56679,NA,NA,NA,NA,NA,Y,22-Jun-19,12:28,"T1 mf, PB still present"
2,4,N 71 .34248         W 079.56712,NA,NA,NA,NA,NA,Y,22-Jun-19,12:29,T2 MF
2,5,N 71.34266         W 079.56731,NA,NA,NA,NA,NA,N,22-Jun-19,12:30,No activity present
2,6,N 71 .34285         W 079.56736,NA,NA,NA,NA,NA,N,22-Jun-19,12:30,No activity present
2,7,N 71 .34306         W 079.56761,NA,NA,NA,NA,NA,N,22-Jun-19,12:31,No activity present
2,8,N 71 .34324         W 079.56789,NA,NA,NA,NA,NA,N,22-Jun-19,12:31,No activity present
2,9,N 71 .34332        W 079.56870,NA,NA,NA,NA,NA,N,22-Jun-19,12:32,No activity present
2,10,N 71 .34354         W 079.56888,NA,NA,NA,NA,NA,N,22-Jun-19,12:32,No activity present
2,11,N 71 .34372        W 079.56924,NA,NA,NA,NA,NA,N,22-Jun-19,12:33,No activity present
2,12,N 71 .34389         W 079.56944,NA,NA,NA,NA,NA,N,22-Jun-19,12:34,No activity present
2,13,N 71 .34403         W 079.56985,NA,NA,NA,NA,NA,N,22-Jun-19,12:34,No activity present
2,14,N 71 .34422        W 079.57063,NA,NA,NA,NA,NA,N,22-Jun-19,12:35,No activity present
2,15,N 71 .34435         W 079.57093,NA,NA,NA,NA,NA,N,22-Jun-19,12:36,No activity present
2,16,N 71 .34449         W 079.57130,NA,NA,NA,NA,NA,N,22-Jun-19,12:37,No activity present
2,17,N 71 .34465        W 079.57148,NA,NA,NA,NA,NA,N,22-Jun-19,12:38,No activity present
2,18,N 71 .34480        W 079.57177,NA,NA,NA,NA,NA,N,22-Jun-19,12:38,No activity present
2,19,N 71 .34496         W 079.57156,NA,NA,NA,NA,NA,N,22-Jun-19,12:39,No activity present
2,20,N 71 .34518        W 079.57136,NA,NA,NA,NA,NA,N,22-Jun-19,12:44,No activity present
2,1,N 71 .34201         W 079.56653                     ,NA,NA,NA,NA,NA,N,08-Aug-19,8:53,No activity present
2,2,N 71.34216         W 079.56666,NA,NA,NA,NA,NA,N,08-Aug-19,8:53,No activity present
2,3,N 71 .34232        W 079.56679,NA,NA,NA,NA,NA,N,08-Aug-19,8:53,No activity present
2,4,N 71 .34248         W 079.56712,NA,NA,NA,NA,NA,N,08-Aug-19,8:54,No activity present
2,5,N 71.34266         W 079.56731,NA,NA,NA,NA,NA,N,08-Aug-19,8:54,No activity present
2,6,N 71 .34285         W 079.56736,NA,NA,NA,NA,NA,N,08-Aug-19,8:55,No activity present
2,7,N 71 .34306         W 079.56761,NA,NA,NA,NA,NA,N,08-Aug-19,8:55,No activity present
2,8,N 71 .34324         W 079.56789,NA,NA,NA,NA,NA,N,08-Aug-19,8:55,No activity present
2,9,N 71 .34332        W 079.56870,NA,NA,NA,NA,NA,N,08-Aug-19,8:56,No activity present
2,10,N 71 .34354         W 079.56888,NA,NA,NA,NA,NA,N,08-Aug-19,8:56,No activity present
2,11,N 71 .34372        W 079.56924,NA,NA,NA,NA,NA,N,08-Aug-19,8:56,No activity present
2,12,N 71 .34389         W 079.56944,NA,NA,NA,NA,NA,N,08-Aug-19,8:57,No activity present
2,13,N 71 .34403         W 079.56985,NA,NA,NA,NA,NA,N,08-Aug-19,8:57,No activity present
2,14,N 71 .34422        W 079.57063,NA,NA,NA,NA,NA,N,08-Aug-19,8:57,No activity present
2,15,N 71 .34435         W 079.57093,NA,NA,NA,NA,NA,N,08-Aug-19,8:58,No activity present
2,16,N 71 .34449         W 079.57130,NA,NA,NA,NA,NA,N,08-Aug-19,8:58,No activity present
2,17,N 71 .34465        W 079.57148,NA,NA,NA,NA,NA,N,08-Aug-19,8:58,No activity present
2,18,N 71 .34480        W 079.57177,NA,NA,NA,NA,NA,N,08-Aug-19,8:59,No activity present
2,19,N 71 .34496         W 079.57156,NA,NA,NA,NA,NA,N,08-Aug-19,8:59,No activity present
2,20,N 71 .34518        W 079.57136,NA,NA,NA,NA,NA,N,08-Aug-19,8:59,No activity present
2,1,N 71 .34201         W 079.56653                     ,NA,NA,NA,NA,NA,N,09-Aug-19,9:02,No activity present
2,2,N 71.34216         W 079.56666,NA,NA,NA,NA,NA,N,09-Aug-19,9:02,No activity present
2,3,N 71 .34232        W 079.56679,NA,NA,NA,NA,NA,N,09-Aug-19,9:03,No activity present
2,4,N 71 .34248         W 079.56712,NA,NA,NA,NA,NA,N,09-Aug-19,9:03,No activity present
2,5,N 71.34266         W 079.56731,NA,NA,NA,NA,NA,N,09-Aug-19,9:03,No activity present
