SiteID,PDA,min_dist Disturb,NN,D2NN,Cluster ID,GYRF TerritoryID,RLHA TerritoryID,PEFA TerritoryID,Lat_DD,Lon_DD,X_17N,Y_17N,PEFA site,RLHA Site,GYRF Site,#_Spp,06_Sp,06_Date,06_NAd,06_eggs_Y_,06_NEgg,06_hatch,06_NYng,06_Comm,07_Sp,07_Date,07_NAd,07_eggs_Y_,07_NEgg,07_hatch,07_NYng,07_Comm,08_Sp,08_Date,08_NAd,08_eggs_Y_,08_NEgg,08_hatch,08_NYng,08_Comm,09_Sp,09_Date,09_NAd,09_eggs_Y_,09_NEgg,09_hatch,09_NYng,09_Comm,10_Sp,10_Date,10_NAd,10_eggs_Y_,10_NEgg,10_hatch,10_NYng,10_Comm,11_Sp,11_Date,11_NAd,11_eggs_Y_,11_NEgg,11_hatch,11_NYng,11_Comm,12_Sp,12_Date,12_NAd,12_eggs_Y_,12_NEggLai,12_hatch,12_NYng,12_Comm,13_Sp,13_Date,13_NAd,13_eggs Y/N,13_NEggLaid,13_hatch,13_NYng,13_Comm,14_Sp,14_Date,14_NAd,14_eggs_Y_,14_NEggLai,14_hatch,14_NYng,14_Comm,15_Sp,15_Date,15_NAd,15_eggs_Y_,15_NEggLai,15_hatch,15_Nyng,15_Comm,16_Sp,16_Date,16_NAd,16_eggs_Y_,16_NEggLai,16_hatch,16_Nyng,16_Comm,17_Sp,17_Date,17_NAd,17_eggs_Y_,17_NEggLai,17_hatch,17_Nyng,17_Comm,18_Sp,18_Date,18_NAd,18_eggs_Y_,18_NEggLai,18_hatch,18_Nyng,18_Comm,18_Sp,18_Date,18_NAd,18_eggs_Y_,18_NEggLai,18_hatch,18_Nyng,18_Comm,18_Sp,18_Date,18_NAd,18_eggs_Y_,18_NEggLai,18_hatch,18_Nyng,18_Comm,2018_SpCom,F_PEFA,F_PEFA_12to18,F_RLHA 12-18,F_RLHA_12to18,F_Site Unk,2011_Field,Status,S1,S2,S3
14,1,0.7,438,1592,,,,,71.7708,-80.5799,514667.4816,7963418.545,TRUE,TRUE,FALSE,2,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2011-08-01,2,Y,1,1,1,active,RLHA,2012-07-02,2,Y,4,#,#,July 2: RLHA individual. 4 eggs. Access from top with ropes.,PEFA,8-7-2013,0,N,0,#,#,June 10: Observed from 700m. Stick nest. Should visit again with scope. Can't cross river. July 12 (EDI): Active PEFA nest a# not detected RLHA nest in the same canyon. PEFA nest not visited but agitated adult observed. August 7: No bird seen. Can't fi#,PEFA,2014-08-15,2,Y,2,#,2,"June 6: Pair perched on cliff, yelling. Stayed up cliff 15 minutes. August 15: 1 chick ba#ed, half feather half down. 2# chick hidden on ledge. Might be more.",RLHA,2015-06-18,2,Y,1,#,3,"June 18 : rlha individual on site, 2 old stick nests, 1 egg. | August 3 : at least 2 young chicks, easy access with ropes. | August 6 : 3 chicks banded. Nice overhang covering the nest.",not detected,24-06-2016,0,N,#,#,0,"June 24: did it twice, really nice ledges, must be some birds. | August 5 : no bird seen. Did both the high and low part of the cliff. One empty stick nest on wpt.",not detected,17-06-2017,0,N,0,0,0,"June 17 2017: 5 old stick nests located on both side of the canyon, no bird seen. June 20 2017: no bird seen, did highest part of the cliff.| August 7 - no birds detected.",not detected,16-06-2018,0,N,#,#,0,"no birds, small gully along hillside, old styick nest",not detected,15-07-2018,0,N,#,#,0,"no birds, old stick nest",not detected,20-08-2018,0,N,#,#,0,"no birds, old stick nest",not detected,2,2,3,2,5,19,A,0,0,0
15,1,1.3,14,3358,,,,,71.7449,-80.5305,516414.6991,7960542.486,TRUE,TRUE,FALSE,2,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,26/06/2008,2,Y,5,#,#,"Nest; 5 eggs; No birds seen; 8HC72/RF7121, 3/5/X/10m",not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,PEFA,2012-07-02,2,Y,3,#,#,July 2: PEFA pair. 3 eggs.,PEFA,8-7-2013,1,N,0,#,#,June 10: PEFA territorial pair. August 7: PEFA i#ividual perched close to ledge. Can't see the entire ledge. No chick seen.,PEFA,2014-08-17,2,Y,4,#,4,"June 7: Pair flying arou# a# perching a# yelling. August 17: 4 chicks ba#ed. Male arrived with prey. 1 brown lemming a# one juvenile passerine on nest. More precise coordonates of 2014 nest : (71.745996, -80.53295 ; 7960664.06399891, 516328.09716825",PEFA,2015-06-18,2,Y,4,#,0,"June 18 : pefa, 4 eggs. |August 3 : pefa individual, no nest nor chicks found, neither chicks evidence anywhere. 2 good sandy ledges. I Assumed they failed.",PEFA,24-06-2016,2,Y,3,3,3,"June 24: female was on nest ; nest is located about 80m northbound of wpt, sandy ledge with nice overhang. | August 5 : 3 chicks banded at nest. Nest is easy to access from the top.",PEFA,20-06-2017,1,N,0,0,0,"June 17 2017: no bird seen, last year ledge is empty. PEFA seen aboout 250m SW bound on another little river canyon. | June 20 2017: PEFA individual on an empty scrape, flushed at the last minute. Not using the sandy ledges used in previous years, moved to a more grassy little cliff with orange lichen, site coords are now really accurate. Aug 7 - no birds detected.",not detected,18-06-2018,0,N,#,#,0,"no birds, old stick nest",not detected,15-07-2018,0,N,#,#,0,"no birds, small inlet with waterfall",not detected,20-08-2018,0,N,#,#,0,"no birds, 2 old scrapes",not detected,6,6,1,0,2,24-Apr,P,0,0,0
16,1,4.0,17,862,3,,16,,71.8196,-80.5177,516795.5851,7968877.747,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2011-08-01,2,Y,4,4,4,4 or more,RLHA,2012-07-02,2,Y,3,#,#,"HUGE cliff,3 eggs, 1 empty stick nest|July 2: RLHA i#ividual.  3 eggs. 1 empty stick nest. HUGE cliff.",not visited,#,#,#,#,#,#,#,not detected,2014-06-12,0,N,#,#,#,No bird seen. Old nest.,not detected,2015-06-19,0,#,#,#,#,empty stick nest,not detected,27-06-2016,0,N,#,#,#,"June 27: empty stick nest on wpt, smaller cliff compared to surrounding, nest site seems less stdy used.",not detected,17-06-2017,0,N,#,#,0,"June 17 2017: old stick nest on wpt, vegetation is growing on it. Aug 6 - no birds detected",not detected,18-06-2018,0,N,#,#,0,CAGO on old RLHA nest,not detected,15-07-2018,0,N,#,#,0,CAGO incubating low on cliff,not detected,20-08-2018,0,N,#,#,0,no birds,not detected,0,0,2,1,5,17,A,0,0,0
17,1,4.129,390,94,3,,16,17,71.8139,-80.5009,517385.8771,7968246.752,TRUE,TRUE,FALSE,2,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,PEFA,2011-08-01,2,Y,3,3,3,3 or more,not detected,2012-07-02,0,N,0,#,#,"HUGE cliff, could be everywhere, spots of white wash, no bird seen",not visited,#,#,#,#,#,#,#,RLHA,2014-08-17,2,Y,2,#,2,June 12: I#ividual incubating. Created site A15 because PEFA observed flying arou#. August 17: 2 chicks. 1 adult on nest.,PEFA,2015-06-19,1,?,#,#,0,"June 19 : pefa individual sticking over chopper, but didn't located the nest. | August 3 : no bird seen, did site 16 and 17. Assumed they failed, but could miss them.",not detected,27-06-2016,0,N,#,#,#,"June 27: no bird seen, couple of good nesting spot.",PEFA,17-06-2017,1,Y,#,#,0,"June 17 2017: pefa male incubating, 60m from wpt, mid cliff. Aug6 - no birds detected",not detected,18-06-2018,0,N,#,#,0,"Lots of potential areas and lots of white wash, no birds around",not detected,15-07-2018,0,N,#,#,0,no birds lots of potential,PEFA,20-08-2018,2,Y,0,#,2,N facing side of protrusion,PEFA,4,3,1,1,5,18,A,0,0,1
18,1,4.2,19,1782,,,,,71.7948,-80.4523,519098.1385,7966131.122,TRUE,TRUE,FALSE,2,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,PEFA,26/06/2008,2,Y,2,#,#,"Nest; 2 eggs, nest is 700 ft abv grou#, 1680 ft above sea level; is an old RLHA nest but with few sticks;",not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,RLHA,2012-07-02,2,Y,3,1,1,"ENORMOUS cliff, 1 chick less than 5 days + 2 eggs",not visited,#,#,#,#,#,#,#,RLHA,2014-08-17,2,Y,1,#,1,June 12: I#ividual took off from nest. 1 egg. August 17: 1 chick on nest. Might be more fledged.,PEFA,2015-06-19,1,?,#,#,0,"June 19 : pefa individual observed at site. |August 3 : 2 used ledges, no bird seen. Assumed they failed, but could miss them.",PEFA,27-06-2016,2,Y,3,3,3,"June 27: right on wpt! Pefa female incubating, 3 eggs | August 5 : female was brooding, at least 3 chicks, nest is unaccessible.",not detected,17-06-2017,0,N,#,#,0,"June 17 2017: right on wpt, on top: empty pefa ledge. Old rlha nest below. No bird seen, might have missed it. Aug 6 - no birds detected",not detected,18-06-2018,0,N,#,#,0,"no birds, old stick nest",not detected,15-07-2018,0,N,#,#,0,no birds,not detected,20-08-2018,0,N,#,#,0,no birds,not detected,3,2,2,2,2,Aug-94,P,0,0,0
19,1,3.1,18,1782,,,,,71.779,-80.4441,519400.3047,7964371.486,TRUE,TRUE,FALSE,2,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,26/06/2008,2,Y,4,#,#,Nest; 4 eggs; 100/250/SW/100m,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not detected,2011-08-01,#,#,#,#,#,"Hard to see, Pilot couldn't get close enough.",RLHA,2012-07-02,2,Y,4,#,#,"HUGE cliff, 4 eggs",not visited,#,#,#,#,#,#,#,PEFA,2014-08-17,2,Y,3,#,3,June 12: Female incubating in stick nest. August 17: 3 chicks.,PEFA,2015-06-19,1,?,#,#,0,"June 19 : bird sticking around. | August 3 : no bird seen. Assumed they failed, but could miss them.",not detected,27-06-2016,0,N,#,#,#,"June 27: old used ledge and stick nest, right on wpt, no bird seen.",PEFA,17-06-2017,1,Y,3,3,2,"June 17 2017: by the waterfall. Nest is on wpt. Female was incubating. It is a new ledge, close to an empty stick nest and empty used ledge just below. Aug 6: 3 nestlings, 1 of which was dead. 2 adults.",not detected,18-06-2018,0,N,#,#,0,"no birds, old stick nest",not detected,15-07-2018,0,N,#,#,0,"no birds, old stick nest",not detected,20-08-2018,0,N,#,#,0,no birds,not detected,3,3,2,1,2,25-Apr,P,0,0,0
20,1,1.681,383,3435,,,,,71.6842,-80.4395,519659.0608,7953799.53,TRUE,FALSE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,PEFA,2011-08-01,2,Y,3,3,3,Very nice cliff,PEFA,2012-08-23,2,Y,2,2,2,"2 chicks found dead on ledge and collected ; failed|July 2: PEFA pair. Female sitting on nest. Ledge in middle of cliff. August 19: 2 chicks banded. Accessed cliff from Tote road, crossing river with chest waders. Accessed ledge, no ropes needed. Female",PEFA,8-10-2013,1,Y,4,4,4,"June 11: PEFA territorial pair, kacking. August 7: No adult seen. 3 chicks. Access with ropes. Nest mid-cliff. August 10: Female on site. 4 chicks ba#ed, 20-25 days old. Chick #1 eating small passerine. Arctic hare legs in nest.",PEFA,2014-08-17,2,Y,2,#,2,June 7: Female perched a# yelling. August 17: 2 chicks ba#ed.,PEFA,2015-06-18,2,Y,4,4,4,"June 18 : same ledge, female was incubating, 3 or 4 eggs. | August 3 : 3 probably 4 chicks, contour feather showing, ready to be banded. | August 6 : 4 chicks banded.",PEFA,24-06-2016,2,Y,4,4,4,June 24: female was on nest. | August 8 : 4 chicks and 2 adults at site. 3 chicks are 20 days old and the fourth is 15 days old.,PEFA,17-06-2017,2,Y,4,3,3,"June 17 2017: same ledge is used again this year, 4 eggs, pair at site, territorial. Aug 6: 3 nestlings, 2 adults",PEFA,18-06-2018,2,Y,2,0,0,PEFA Fem flushed at the bottom of the cliff,PEFA,14-07-2018,2,Y,3,0,0,"lower on cliff on sandstone very open, fem flushed and flew around",PEFA,20-08-2018,2,Y,0,3,0,adults still on nest but 3 dead chicks,PEFA,8,7,0,0,5,3-188,A,1,1,1
21,1,3.175,360,171,4,,21,,71.7585,-80.3982,521024.9299,7962100.412,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,26/06/2008,2,Y,5,#,#,Nest; 5 eggs; 50/100/SW/100m,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not detected,2011-08-01,#,#,#,#,0,"A litle bit of white wash, not a lot of signs of activity.",RLHA,2012-07-02,2,Y,5,#,#," June - HUGE cliff, no adult seen.  Jul 2 - 2 adults, 5 eggs",not visited,#,#,#,#,#,#,#,not detected,2014-06-12,0,N,#,#,#,June 12 No bird seen. Empty stick nest.  August 7 - no birds detected.,not detected,2015-06-19,0,#,#,#,#,"June 19  - no bird, empty stick nest.   August 3 - no birds detcted",not detected,27-06-2016,0,N,#,#,3,June 27: empty damaged nest. No bird seen.  August 8 - no birds detected.,not detected,17-06-2017,0,N,#,#,0,June 17 2017: 1 old stick nest.  Aug 8 - nothing detected.,RLHA,18-06-2018,2,Y,2,0,0,New nest 15m S of old RLHA nest,not detected,15-07-2018,0,N,#,#,0,no birds,not detected,20-08-2018,0,N,#,#,0,no birds,RLHA,0,0,3,2,2,26-Apr,P,1,0,0
22,1,1.098,449,2357,,,,,71.6184,-80.3961,521254.6571,7946475.371,TRUE,FALSE,FALSE,1,PEFA,12-Jun-06,2,Y,4,#,#,Incubating/flushed. Four;,not visited,#,#,#,#,#,#,#,PEFA,26/06/2008,2,Y,4,#,#,Nest - inc; 4 eggs - this was a nest in 06 + 07 too - check which one;,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,PEFA,2011-08-01,2,Y,2,2,2,Also an old nest a# lots of white wash.,PEFA,2012-08-20,2,Y,4,#,0,"nothing left on ledge ; PEFA chick feathers found downcliff, failed|July 2: PEFA individual. 4 eggs. Hard access. August 20: Female on cliff, kacking and left. AG=2-0. Ledge found (it's the only potential ledge of the cliff). Doesn't look like recent act",PEFA,8-11-2013,2,Y,#,#,2,"June 11: PEFA territorial i#ividual (female). We stayed for 10 minutes. August 7: No adult seen. 2 chicks. Nest on top of cliff, access without ropes. August 11: Pair at site. 2 chicks ba#ed. Full crops.",PEFA,2014-08-15,2,Y,3,#,0,"June 7: Pair yelling a# calling. Climbed to old ledge, nothing there.  August 1: Pair cacking. Took us 30 minutes to fi# new ledge 130m north of waypoint (71.6194979999999, -80.397152; 7946597.46300056, 521216.4094923). 1 chick + 2 addled eggs. Chick p",PEFA,2015-06-18,2,Y,#,#,3,"June 18 : female incubating, 71.6175089999999  -80.395319 is new nest location, about 200m from original wpt, but same cliff. | August 3 : 3 chicks with contour feathers appearing.",PEFA,24-06-2016,2,Y,#,#,0,"June 24: individual territorial, didn't located the nest, might have moved again. | August 8 : Pair seen. Nothing on used ledge on wpt. Did cover all cliff well. 2 used ledges about 150m southbound of wpt, looked recent used. One pefa came, failed.",PEFA,18-06-2016,2,Y,2,2,2,"June 18 2017: male was incubating, nest is accessible and right on wpt. Aug 8: 2 nestlings ~20 days.",PEFA,18-06-2018,2,Y,3,0,0,200m N of waypoint,PEFA,14-07-2018,2,Y,4,0,0,200m N of waypoint fem incubating,PEFA,20-08-2018,2,Y,0,2,2,200m N of waypoint,PEFA,10,7,0,0,0,1-118,A,1,1,1
23,3,3.6,481,807,,,,,71.7359,-80.3569,522494.6,7959588.5,FALSE,FALSE,TRUE,1,unoccupied,19/06/2006,0,#,#,#,#,T4 - Old PEFA-sized stick;,not visited,#,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,GYRF,2011-08-01,2,Y,2,2,2,"White morph, exact same point as 2-229",not detected,2012-07-02,0,N,0,#,#,"small steep  cliff on river, 1 old stick nest, white wash, no bird seen",not visited,#,#,#,#,#,#,#,not detected,2014-06-12,0,N,#,#,#,No bird seen.,not detected,2015-06-19,0,#,#,#,#,small cliff along a river ; 2 geese nests,not detected,27-06-2016,0,N,#,#,#,June 27: geese nests. No raptor seen.,not detected,,,,,,,,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,0,0,0,0,0,,,#,#,#
24,1,1.069,483,4300,,,,,71.5549,-80.3386,523355.9105,7939414.369,TRUE,FALSE,FALSE,1,PEFA,12-Jun-06,2,#,#,#,#,"PEFA on nest, not flushed;",not visited,#,#,#,#,#,#,#,not visited,not visited,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,PEFA,2011-08-01,2,Y,2,2,2,active,PEFA,2012-08-25,2,Y,2,2,0,"Aug 25 nothing left on ledge, silent pefa pair ; failed|July 2: PEFA pair. Female sitting on nest. Can't count the eggs. Access with ropes. Nest on bottom part of cliff. August 20: 2 chicks around 20 days old, begging for food. Female territorial, AG=3. Ledge h",PEFA,8-7-2013,0,Y,#,#,1,June 12: PEFA territorial pair. August 7: No adult seen. 1 chick. Same ledge as 2012.,PEFA,2014-08-15,2,Y,2,#,2,June 7: Pair calling. August 15: 2 chicks.,PEFA,2015-06-18,2,Y,#,#,3,"June 18 : didn't write down which species ; probably pefa, next ledge? See notes. |Aug 15: pefa female feeding at least 3 chicks, chicks could stand up, but fully covered with down.",PEFA,24-06-2016,2,Y,4,4,4,"June 24: individual incubating. Nesting back on top, hard access. | August 8: 4 chicks, 3 showing primaries and a fourth smaller one. Easy access with ropes. | August 9 : 3 chicks banded, the fourth was too young.",PEFA,18-06-2016,1,Y,#,#,2,"June 18 2017: nest is low, ledge is really long and narrow, female was incubating, didn't flushed. On wpt. Aug 8: 2 nestlings 15 days.",PEFA,18-06-2018,2,Y,3,0,0,Fem flushed low off cliff near the ground,PEFA,14-07-2018,1,N,0,0,0,fem incubating ride side in the line crevice,PEFA,20-08-2018,2,Y,0,#,2,2c on line ledge to right,PEFA,9,7,0,0,0,1-116,A,1,1,1
25,1,4.368,481,321,5,23,25,475,71.7369,-80.3271,523535.716,7959717.553,TRUE,TRUE,TRUE,3,not detected,6-Jun-06,0,#,#,#,#,Platform with WW. Possibl;,not visited,#,#,#,#,#,#,#,not visited,not visited,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,GYRF,2011-08-01,0,N,0,#,#,"2 old nests on cliff, LOTS of white wash but no birds.",RLHA,2012-07-02,2,Y,3,3,3,"ENORMOUS cliff, 3 chicks u#er 5 days old, nest is in cave, lot of white wash, they used old cora nest?|July 2: RLHA nest in a cave. 3 chicks<5 days. No adult seen. Lot of white wash. Enormous cliff.",not visited,#,#,#,#,#,#,#,PEFA,2014-08-17,2,N,2,#,0,June 12: Pair flying over chopper. 2 empty nests. Done twice. August 17: No bird seen. Ledge looks used.,not detected,2015-06-19,0,#,#,#,#,june 19 no birds detected,GYRF,27-06-2016,2,Y,2,2,0,"June 27: female on nest, at least 2 chicks. | August 8: No bird seen, neither adults nor chicks. Nest is empty, fledged or possibly failed.",not detected,17-06-2017,0,N,#,#,0,"June 17 2017: old empty GYRF/CORA nest on wpt, no bird seen. Aug: 8 no birds detected.",not detected,18-06-2018,0,N,#,#,0,no birds,PEFA,15-07-2018,1,N,0,0,0,"Male flushed off top of cliff, couldn’t find nest]",not detected,20-08-2018,0,N,#,#,0,"no birds, old stick nest",PEFA,2,2,1,1,0,2-214,V,0,1,0
26,1,1.9,374,608,6,,26,483,71.5088,-80.3042,524629.8514,7934286.504,TRUE,TRUE,FALSE,2,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,PEFA,#,1,#,2,#,#,on NEST; 2 eggs;,not visited,not visited,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,RLHA,2012-08-21,2,Y,4,#,#,"no bird seen ; nothing left on nest ; evidence of chick presence, probably failed as we should have seen chicks hanging arou#|July 2: RLHA i#ividual. 4 eggs. Access from top with ropes. August 21: Nothing in nest, white wash could i#icate chick presen",not detected,6-12-2013,0,N,0,#,#,covered with snow,not detected,2014-06-07,0,N,#,#,#,Found nest but no birds around.Stayed there for 20 minutes. Visit again.  No birds detected Aug.,not detected,2015-06-18,0,#,#,#,#,Aug 1 no birds detected,not detected,24-06-2016,0,N,#,#,0,"June 24: no bird seen, missed something? August 8 : no bird seen, empty stick nest on wpt.",not detected,18-06-2016,0,N,#,#,0,"June 18 2017: empty rlha stick nest on wpt, no bird seen around. Aug 8: no birds detected.",not detected,18-06-2018,0,N,#,#,0,"Old stick nest, no birds",not detected,14-07-2018,0,N,#,#,0,"no birds, old stick nest",not detected,20-08-2018,0,N,#,#,0,"no birds, old stick nest",not detected,1,0,1,1,1,22-Jul,P,0,0,0
27,1,4.7,386,1264,,,,,71.7226,-80.2873,524946.5662,7958138.637,FALSE,TRUE,TRUE,2,not detected,6-Jun-06,0,#,#,#,#,"E side of NE road = cliff, potential peregrine nest;",not visited,#,#,#,#,#,#,#,not visited,not visited,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,RLHA,2011-08-01,1,#,#,#,#,"Could not locate nest, hard for the pilot to go down in there. Same point as 2-212.",not detected,2012-07-02,0,N,0,#,#,"ENORMOUS cliff, could be everywhere, good amount of white wash, no bird seen",not visited,#,#,#,#,#,#,#,GYRF,2014-06-12,2,Y,3,#,#,GYRF sitting on nest. 3 eggs. Aug: no birds detected,GYRF,2015-06-19,2,Y,#,#,#,"June 19 : white morph gyrf female on nest, incubating.  Aug: no birds detected.",not detected,27-06-2016,0,N,#,#,#,"June 27: did 2 times. 3 used distinct nesting ledges around wpt, furthest away is 200m. Aug: no birds detected",GYRF,17-06-2017,1,Y,#,#,0,"June 17 2017: female white morph gyrph was inubating. Nest covered with orange and bright green/yellow lichen. Aug 8: no birds detected, fledged or possibly failed.",not detected,18-06-2018,0,N,#,#,0,no birds,not detected,15-07-2018,0,N,#,#,0,no birds,not detected,20-08-2018,0,N,#,#,0,"no birds, old stick nest",not detected,0,0,1,0,0,2-213,P,0,0,0
28,1,1.326,356,732,7,,28,356,71.4765,-80.2676,525969.0284,7930699.451,TRUE,TRUE,FALSE,2,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,#,1,#,0,#,#,"NEST, f/c; R713, no eggs seen;",RLHA,26/06/2008,2,Y,6,#,#,"Nest; 6 eggs; 8HF63, 4/8/open top/400m - lots of photos",not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,RLHA,2011-08-01,2,Y,5,5,5,3 old stick nests also,RLHA,2012-08-21,2,Y,#,1,1,"site discovered today a# missed on july 2. Chick was fledged. canyon ; 4 stick nests. Nest used this year was 100m away from waypoint, on other side.|July 2: No bird seen. 2 empty stick nests. August 21: 1 RLHA chick fledged. Active nest is 100m away fr",PEFA,8-7-2013,1,#,#,#,0,"June 13: PEFA i#ividual yelling a# left. Observed from 175m, stayed for 10 minutes. August 7: PEFA seen flying arou#. No ledge fou#.",PEFA,2014-08-15,2,Y,2,#,2,June 7: Pair. Territorial call. August 15: 2 chicks. No adult on site,PEFA,2015-08-01,2,Y,#,#,3,"August 1 : female on nest, 3 chicks. Nest is located on north side of the canyon, where there is 3 old rlha nests one above each other ; falcons established in the middle one. Missed the nest in june?",PEFA,24-06-2016,2,Y,4,4,4,"June 24: no bird seen, missed something? 5 old stick nests. | August 8: nest located on south facing side of the canyon, below 2 old stick nest. 4 chicks with primaries showing. Should be accessible without rope. | August 9 : 3 chicks banded, the fourth was too young. ",PEFA,18-06-2016,2,Y,1,1,1,"June 18 2017: PEFA pair, nest is 30m from wpt, on south facing side of the canyon. Mid clif, in a old rlha stick nest, ledge is really narrow, at least one egg. | Aug 8: 1 nestling ~20 days, both adults present.",PEFA,18-06-2018,1,N,0,0,0,"PEFA flushed off cliff, did a second sweep",PEFA,14-07-2018,1,N,0,0,0,"fem incubating at mouth of s facing side of the protrusion, couldn’t see eggs",not detected,20-08-2018,0,N,#,#,0,failed nest,PEFA,6,6,4,1,1,27-Apr,A,1,1,0
29,0,20.7,38,4390,,,,,71.2151,-80.2704,526221.5014,7901545.161,TRUE,TRUE,FALSE,2,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,PEFA,#,2,#,#,#,#,one on NEST (3 e; Box 9;,not visited,not visited,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,RLHA,2012-07-02,2,Y,3,#,#,nest on top of cliff ; really easy acces|July 2: RLHA pair. 3 eggs. Nest on top of cliff. Really easy access without ropes.,not detected,6-25-2013,0,N,0,#,#,empty stick nest,not visited,#,#,#,#,#,#,#,not detected,2015-06-17,0,#,#,#,#,1 old stick nest,Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,,,,,,,,not vistited,1,0,1,1,1,25-Jul,P,#,#,#
